Adresse,Anbieter,Ausstattung,Badezimmer,Balkon/ Terrasse,Baujahr,Bezugsfrei ab,Einbauküche,Endenergiebedarf,Energieausweis,Energieausweistyp,Energieeffizienzklasse,Energieverbrauchskennwert,Etage,Gesamtmiete,Heizkosten,Heizungsart,Kaltmiete,Kaution o. Genossenschaftsanteile,Modernisierung/ Sanierung,Nebenkosten,Objektzustand,Personenaufzug,Schlafzimmer,Titel,Url,Wesentliche Energieträger,Wohnfläche ca.,Zimmer,Straße,PLZ,Hausnummer,Bezirk,Ortsteil,Kaltmiete pro m²,Bezirk Abkürzung,Ortsteil Abkürzung
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,,,liegt vor,Bedarfsausweis,,,4 von 5,2088.88,97.84,Fernwärme,1795.36,3591,2019.0,195.68,Erstbezug,,2.0,RIESIGER Balkon im 4. OG mit Traumblick und EBK zum Erstbezug!,https://www.immobilienscout24.de/expose/112897141,Fernwärme,97.84,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,18.349959116925593,Mitt,Tierg
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,1.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,0 von 6,1646.89,80.73,Fernwärme,1404.7,2810,2019.0,161.46,Erstbezug,True,1.0,DAS ist mal außergewöhnlich! Einfach mal anschauen und genießen. EBK und Erstbezug!,https://www.immobilienscout24.de/expose/112897021,Fernwärme,80.73,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,17.399975226062182,Mitt,Tierg
"Alte Jakobstraße 92, 10179 Berlin, Mitte (Mitte)",MI-KA Immobilien GmbH Koenigsallee 56 14193 Berlin,,1.0,,2014.0,,True,,liegt vor,Verbrauchsausweis,,57.7,3 von 7,850.0,0.0,Fernwärme,705.0,3 Kaltmieten,2014.0,145.0,Neuwertig,True,,Ruhige Neubauwohnung zwischen Spittelmarkt und Fischerinsel,https://www.immobilienscout24.de/expose/112958992,,43.0,1,Alte Jakobstraße,10179 Berlin,92,Mitte,Mitte,16.3953488372093,Mitt,Mitte
"Berliner Allee 208, 13086 Berlin, Weißensee (Weißensee)",EB IMMOBILIENMANAGEMENT GmbH Kaiserin-Augusta-Allee 113 10553 Berlin,,1.0,,1908.0,,,,liegt vor,Bedarfsausweis,,,1 von 3,1002.49,70.0,Zentralheizung,772.49,2317.47,,160.0,Gepflegt,,2.0,Wohnen im Altbau an der Spitze der Berliner Allee,https://www.immobilienscout24.de/expose/112938076,Gas,104.39,3,Berliner Allee,13086 Berlin,208,Weißensee,Weißensee,7.400038317846537,Pank,Weißs
"An der Filmfabrik 19, 12555 Berlin, Köpenick (Köpenick)",BB BuildingsBerlin GmbH Ansbacher Str. 8-14 10787 Berlin,,,,,,True,,laut Gesetz nicht erforderlich,,,,0,1254.34,160.0,,934.34,2803.02,,110.0,Gepflegt,True,,Wohnung mit Spreeblick inkl. Stellplatz an der Filmfabrik,https://www.immobilienscout24.de/expose/112960672,,84.94,2,An der Filmfabrik,12555 Berlin,19,Köpenick,Köpenick,11.0,TrKö,Köpen
"Friedrichshagener Straße 2, 12555 Berlin, Köpenick (Köpenick)",Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,,1.0,,,,True,,laut Gesetz nicht erforderlich,,,,0 von 5,1240.0,0.0,Fußbodenheizung,985.0,2803.02,,255.0,Erstbezug,True,1.0,Baumgartenufer - geräumige 2-Zimmerwohnung mit Blick ins Grüne,https://www.immobilienscout24.de/expose/112968305,,82.1,2,Friedrichshagener Straße,12555 Berlin,2,Köpenick,Köpenick,11.997563946406823,TrKö,Köpen
"Otto-Suhr-Allee 56, 10585 Berlin, Charlottenburg (Charlottenburg)",Immopoint Grunewald Immobilien GmbH Kaiserdamm 6 14057 Berlin,,1.0,,1965.0,,,,liegt vor,Verbrauchsausweis,,122.1,1 von 5,500.0,0.0,Zentralheizung,380.0,3 Monatskaltmieten,,120.0,Gepflegt,True,1.0,Zentrale Lage an der Otto-Suhr-Allee,https://www.immobilienscout24.de/expose/112966992,Fernwärme,35.7,1,Otto-Suhr-Allee,10585 Berlin,56,Charlottenburg,Charlottenburg,10.644257703081232,ChWi,Charl
"Königstraße 19 b, 12105 Berlin, Mariendorf (Tempelhof)",Hausverwaltung Pietrucha,,1.0,,1965.0,,True,,liegt zur Besichtigung vor,,,,4 von 4,905.0,60.0,Zentralheizung,765.0,2295.00,,80.0,Erstbezug,,,"*Neubau* Wunderschöne zwei Zimmer Maisonette-Wohnung in Berlin, Mariendorf (Tempelhof)",https://www.immobilienscout24.de/expose/113167228,Öl,51.0,2,Königstraße,12105 Berlin,19B,Mariendorf,Tempelhof,15.0,TSch,Temp
"Friedrichshagener Straße 2, 12555 Berlin, Köpenick (Köpenick)",Bewocon - Berliner Wohnbau Consult GmbH Leipziger Platz 10 10117 Berlin,,2.0,,,,True,,laut Gesetz nicht erforderlich,,,,1 von 5,1767.0,0.0,Fußbodenheizung,1407.0,2295.00,,360.0,Erstbezug,True,2.0,Baumgartenufer - Großartige Aufteilung und eine Top Ausstattung,https://www.immobilienscout24.de/expose/112968323,,117.31,3,Friedrichshagener Straße,12555 Berlin,2,Köpenick,Köpenick,11.993862415821328,TrKö,Köpen
"Rostocker Str. 25, 10553 Berlin, Tiergarten (Tiergarten)",Westfalia Immobilienverwaltung GmbH Lorenzweg 5 12099 Berlin,,,,1892.0,,,,,Bedarfsausweis,,,2,671.0,0.0,,561.0,Kaution: 3 Netto-Kalt-Mieten,,110.0,,,,"1,5 Raum Wohnung in Berlin zu vermieten",https://www.immobilienscout24.de/expose/112214287,Fernwärme,39.66,"1,5",Rostocker Straße,10553 Berlin,25,Tiergarten,Tiergarten,14.145234493192135,Mitt,Tierg
"Rostocker Str. 25, 10553 Berlin, Tiergarten (Tiergarten)",Westfalia Immobilienverwaltung GmbH Lorenzweg 5 12099 Berlin,,,,1892.0,,,,,Bedarfsausweis,,,2,706.0,0.0,,591.0,Kaution: 3 Netto-Kalt-Mieten,,115.0,,,,"1,5 Raum Wohnung in Berlin zu vermieten",https://www.immobilienscout24.de/expose/112214291,Fernwärme,41.84,"1,5",Rostocker Straße,10553 Berlin,25,Tiergarten,Tiergarten,14.125239005736136,Mitt,Tierg
"12351 Berlin, Buckow (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,,1.0,,2010.0,,True,,,,,,,1080.0,,Fußbodenheizung,930.0,Kaution: 3 Netto-Kalt-Mieten,,150.0,,,1.0,"930 €, 92 m², 2 Zimmer",https://www.immobilienscout24.de/expose/112233960,,92.0,2,,12351 Berlin,,Buckow,Neukölln,10.108695652173912,Neuk,Neukö
"Rostocker Str. 25, 10553 Berlin, Tiergarten (Tiergarten)",Westfalia Immobilienverwaltung GmbH Lorenzweg 5 12099 Berlin,,,,1892.0,,,,,Bedarfsausweis,,,2,1015.0,0.0,,815.0,Kaution: 3 Netto-Kalt-Mieten,,200.0,,,,2 Raum Wohnung in Berlin zu vermieten,https://www.immobilienscout24.de/expose/112215538,Fernwärme,70.88,2,Rostocker Straße,10553 Berlin,25,Tiergarten,Tiergarten,11.498306997742665,Mitt,Tierg
"Rostocker Str. 25, 10553 Berlin, Tiergarten (Tiergarten)",Westfalia Immobilienverwaltung GmbH Lorenzweg 5 12099 Berlin,,,,1892.0,,,,,Bedarfsausweis,,,4,1502.0,0.0,,1222.0,Kaution: 3 Netto-Kalt-Mieten,,280.0,,,,3 Raum Wohnung in Berlin zu vermieten,https://www.immobilienscout24.de/expose/112215567,Fernwärme,101.81,3,Rostocker Straße,10553 Berlin,25,Tiergarten,Tiergarten,12.002750220999902,Mitt,Tierg
"Gerichtstrasse 66, 13347 Berlin, Wedding (Wedding)",Immobilienverwaltung Riebeling GmbH,,,,,,True,,,,,,3,683.0,,,585.0,3 Monatskaltmieten,,98.0,,True,,Hell & Schön! Möbliertes Appartement für Studenten,https://www.immobilienscout24.de/expose/112271198,,25.05,1,Gerichtstraße,13347 Berlin,66,Wedding,Wedding,23.353293413173652,Mitt,Weddg
"Gerichtstrasse 66, 13347 Berlin, Wedding (Wedding)",Immobilienverwaltung Riebeling GmbH,,,,,,True,,liegt zur Besichtigung vor,,,,3,500.0,0.0,,435.0,1305.00,,64.0,Neuwertig,True,,Möbliertes Studenten-Apartment in Top-Lage,https://www.immobilienscout24.de/expose/112262877,,18.2,1,Gerichtstraße,13347 Berlin,66,Wedding,Wedding,23.9010989010989,Mitt,Weddg
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,5 von 5,2264.83,104.13,Fernwärme,1952.44,3905,2019.0,208.26,Erstbezug,True,3.0,"Ganz oben mit Fernsicht! 4 Zimmer auf 104,13 m² mit EBK und Erstbezug.",https://www.immobilienscout24.de/expose/112356284,Fernwärme,104.13,4,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,18.750024008450975,Mitt,Tierg
"Gerichtstrasse 65, 13347 Berlin, Wedding (Wedding)",Immobilienverwaltung Riebeling GmbH,,,,,,True,,,,,,1,541.0,,,465.0,3 Monatskaltmieten,,76.0,,True,,"Schönes Studentenzimmer, möbliert, frei zum 01.03.2020",https://www.immobilienscout24.de/expose/112276140,,19.5,1,Gerichtstraße,13347 Berlin,65,Wedding,Wedding,23.846153846153847,Mitt,Weddg
"Pankstr. 92, 13347 Berlin, Wedding (Wedding)",gewobeWohnungswirtschaftliche Beteiligungsgesellschaft mbH Kurfürstenstr. 26 10785 Berlin,,1.0,,1986.0,,,,liegt vor,Verbrauchsausweis,,85.0,2,673.78,70.49,Fernwärme,453.12,1359.36,,150.17,,True,1.0,2-Zimmer-Wohnung mit Wintergarten - WBS für 2 Personen erforderlich!,https://www.immobilienscout24.de/expose/112396458,Fernwärme,64.0,2,Pankstraße,13347 Berlin,92,Wedding,Wedding,7.08,Mitt,Weddg
"Bürgerstr. 70/72, 12347 Berlin, Britz (Neukölln)",domega immobilien & marketing gmbh Bundesallee 66 12161 Berlin,,,,2019.0,,True,,,Bedarfsausweis,,,,1105.0,0.0,Zentralheizung,906.0,2718.00,,199.0,Erstbezug,True,,++ Erstbezug mit EBK und Aufzug ++,https://www.immobilienscout24.de/expose/112331542,Erdgas leicht,56.57,2,Bürgerstraße,12347 Berlin,70,Britz,Neukölln,16.015555948382534,Neuk,Neukö
"Rykestr. 50, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Berlinhaus Verwaltung GmbH Friedrichstraße 30 10969 Berlin,,,,1906.0,,,,,Bedarfsausweis,,,0 von 0,1395.0,0.0,,1248.0,2718.00,,147.0,,True,,Charmantes Erdgeschoss!,https://www.immobilienscout24.de/expose/112401618,Gas,52.0,1,Rykestraße,10405 Berlin,50,Prenzlauer Berg,Prenzlauer Berg,24.0,Pank,Prenz
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,3 von 5,1768.29,84.81,Fernwärme,1513.86,3028,2019.0,169.62,Erstbezug,True,2.0,Wasserblick ist durch nichts zu ersetzen. Einbauküche und Erstbezug oben drauf!,https://www.immobilienscout24.de/expose/112414535,Fernwärme,84.81,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,17.85001768659356,Mitt,Tierg
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,1 von 5,1774.75,85.12,Fernwärme,1519.39,3039,2019.0,170.24,Erstbezug,True,2.0,Zwei Balkone mit besten Aussichten. 3 Zi. auf 87 m² in bester Lage zum Erstbezug!,https://www.immobilienscout24.de/expose/112435783,Fernwärme,85.12,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,17.8499765037594,Mitt,Tierg
"Brüder-Grimm-Gasse 4, 10785 Berlin, Tiergarten (Tiergarten)",ZIEGERT – Bank- und Immobilienconsulting GmbH Zimmerstr. 16 10969 Berlin,,1.0,,1998.0,,True,,,Verbrauchsausweis,,,7 von 11,2555.0,0.0,Fernwärme,1990.0,5970.00,,565.0,Vollständig renoviert,True,1.0,#Lichtverwöhnte Avantgardewohnung direkt am Potsdamer Platz - mit Balkon + Wintergarten!,https://www.immobilienscout24.de/expose/112428115,Fernwärme-Dampf,125.46,3,Brüder-Grimm-Gasse,10785 Berlin,4,Tiergarten,Tiergarten,15.86162920452734,Mitt,Tierg
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,0 von 6,2198.97,108.86,Fernwärme,1872.39,3745,2019.0,217.72,Erstbezug,True,2.0,Sonniger und ruhiger Innenhof inklusive. Viel Platz mit EBK und Erstbezug.,https://www.immobilienscout24.de/expose/112450614,Fernwärme,108.86,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,17.1999816277788,Mitt,Tierg
"Stralauer Allee 13, 10245 Berlin, Friedrichshain (Friedrichshain)",,,1.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,1 von 6,1350.0,0.0,Fernwärme,1200.0,3600,,150.0,Erstbezug,True,,Design 2-Zimmerwohnung mit Dachterassenzugang direkt an der Spree in Friedrichshain,https://www.immobilienscout24.de/expose/112484952,Fernwärme,63.0,2,Stralauer Allee,10245 Berlin,13,Friedrichshain,Friedrichshain,19.047619047619047,FrKr,Frhai
"14059 Berlin-Charlottenburg, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Drenkhahn Immobilien GmbH Ulmenstraße 26 18057 Rostock,,1.0,,1970.0,,True,,liegt zur Besichtigung vor,,,,3 von 8,1349.0,0.0,Zentralheizung,1349.0,4047.00,1995.0,,Erstbezug nach Sanierung,True,,"!!NEU!! Moderne trifft 70er, voll möbliertes Appartement in Charlottenburg",https://www.immobilienscout24.de/expose/113176259,Fernwärme,51.0,2,,14059 Berlin-Charlottenburg,,Charlottenburg,Charlottenburg,26.45098039215686,ChWi,Charl
"12305 Berlin, Lichtenrade (Tempelhof) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",Real Estate | Ventures UG (haftungsbeschränkt) Behrenstr. 28 10117 Berlin,,2.0,,2019.0,,True,,liegt zur Besichtigung vor,,,,4 von 4,1499.0,73.0,Zentralheizung,1249.0,4047.00,2019.0,177.0,Erstbezug,,2.0,Exklusive Dachgeschoss Wohnung +++ ERSTBEZUG +++ in Lichtenrade mit Terrasse,https://www.immobilienscout24.de/expose/112485463,Öl,88.08,3,,12305 Berlin,,Lichtenrade,Tempelhof,14.180290644868302,TSch,Temp
"Zossener Straße 128, 12629 Berlin, Hellersdorf (Hellersdorf)","Wohnungsgenossenschaft ""Grüne Mitte"" Hellersdorf eG Neuruppiner Straße 24 12629 Berlin",,1.0,,1989.0,,,,liegt vor,Verbrauchsausweis,,80.0,2 von 5,338.0,26.0,Zentralheizung,260.0,780.00,,52.0,Saniert,True,1.0,Schöne Singlewohnung wartet auf Sie,https://www.immobilienscout24.de/expose/112592701,Fernwärme,32.5,1,Zossener Straße,12629 Berlin,128,Hellersdorf,Hellersdorf,8.0,MaHe,Helld
"Fritz-Reuter-str. 10, 10827 Berlin, Schöneberg (Schöneberg)",,,,,,,,,,,,,,1980.0,,,1980.0,2 Kaltmieten,,,,,,möblierte sonnige 4 Zimmerwohnung mit Herz in Schöneberg,https://www.immobilienscout24.de/expose/112540707,,112.0,4,Fritz-Reuter-Straße,10827 Berlin,10,Schöneberg,Schöneberg,17.678571428571427,TSch,Schön
"Joachim-Friedrich-Str. 10a, 10711 Berlin, Wilmersdorf (Wilmersdorf)",Westfälische Straße 35 10709 Berlin,,1.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,3 von 6,2390.0,0.0,Fernwärme,2200.0,6600,2019.0,190.0,Erstbezug,True,2.0,Neubau Architektur-Perle – Joachim-Friedrich-Str.10a – 3-Zimmer 100qm *letzte Einheit*,https://www.immobilienscout24.de/expose/111822452,Fernwärme,100.46,3,Joachim-Friedrich-Straße,10711 Berlin,10A,Wilmersdorf,Wilmersdorf,21.8992633884133,ChWi,Wilmd
"Ostendstraße 27, 12459 Berlin, Oberschöneweide (Köpenick)",Union Investment Institutional Property GmbH,,,,2018.0,,True,,liegt zur Besichtigung vor,,,,4 von 6,499.0,0.0,Fußbodenheizung,399.0,1197,2018.0,100.0,Neuwertig,True,,Studentenwohnheim Berlin - Freie WG-Zimmer ab 01.04.2020 / Bewerbung über www.linvinghouse.berlin,https://www.immobilienscout24.de/expose/111899089,Fernwärme,11.0,1,Ostendstraße,12459 Berlin,27,Oberschöneweide,Köpenick,36.27272727272727,TrKö,Köpen
"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)",Immobilienverwaltung Riebeling GmbH,,,,,,True,,,,,,8,621.0,,,521.0,1473.00,,100.0,,,,"Möblierte Wohnung direkt am Alex, für Studenten & Azubis",https://www.immobilienscout24.de/expose/111955636,,24.58,1,Wadzeckstraße,10178 Berlin,4,Mitte,Mitte,21.196094385679416,Mitt,Mitte
"Wadzeckstraße 4, 10178 Berlin, Mitte (Mitte)",Immobilienverwaltung Riebeling GmbH,,,,,,True,,,,,,11,130.0,,,826.0,2478.00,,956.0,,True,,"Direkt am Alex - Wohnung mit EBK & toller Terrasse [Studenten, Azubis und young professionals]",https://www.immobilienscout24.de/expose/111955856,,39.55,1,Wadzeckstraße,10178 Berlin,4,Mitte,Mitte,20.88495575221239,Mitt,Mitte
"14193 Berlin, Grunewald (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",1.ZS Grundstücksgesellschaft UG Humboldtstr. 17 14193 Berlin,,2.0,,1910.0,,,,liegt vor,Bedarfsausweis,,,2 von 4,2877.0,0.0,Etagenheizung,2466.0,7398.00,2020.0,411.0,Erstbezug nach Sanierung,,1.0,"Nachbar gesucht! Großzügige, sanierte Altbauwohnung zu vermieten!",https://www.immobilienscout24.de/expose/112032524,Gas,137.0,3,,14193 Berlin,,Grunewald,Wilmersdorf,18.0,ChWi,Wilmd
"Kyllmannstraße 17, 14109 Berlin, Wannsee (Zehlendorf)",D&CO Bau GmbH Mecklenburgische Straße 92-93 10713 Berlin,,2.0,,2019.0,,True,,liegt zur Besichtigung vor,,,,3 von 3,2695.0,0.0,Gas-Heizung,2350.0,3 Nettokaltmieten,2019.0,345.0,Erstbezug,True,2.0,Exklusive Maisonettewohnung im Dachgeschoss in Berlin-Wannsee | BALKON | ERSTBEZUG | AB SOFORT,https://www.immobilienscout24.de/expose/111957457,Erdwärme,119.0,3,Kyllmannstraße,14109 Berlin,17,Wannsee,Zehlendorf,19.747899159663866,StZe,Zehld
"Lindenstraße 2-4, 12555 Berlin-Köpenick, Köpenick (Köpenick)",,,1.0,,2018.0,,True,,liegt vor,Bedarfsausweis,,,1 von 5,1697.0,120.0,Wärmepumpe,1327.0,3981.00,,250.0,Erstbezug,True,,"Glück in Köpenick | 3 Zimmer | 115,35 qm",https://www.immobilienscout24.de/expose/112067820,Solar,115.35,3,Lindenstraße,12555 Berlin-Köpenick,2,Köpenick,Köpenick,11.504117902037278,TrKö,Köpen
"Roedernstr. 12, 12459 Berlin, Oberschöneweide (Köpenick)",NESTLER & FÖRSTER GmbH Reußstraße 8 13587 Berlin,,1.0,,1900.0,,,,laut Gesetz nicht erforderlich,,,,1 von 2,808.0,59.0,Gas-Heizung,690.0,3 Kaltmieten,2009.0,59.0,Gepflegt,,1.0,Große Wohnküche und Gartennutzung,https://www.immobilienscout24.de/expose/112149698,,59.0,2,Roedernstraße,12459 Berlin,12,Oberschöneweide,Köpenick,11.694915254237289,TrKö,Köpen
"Olivaer Platz 10, 10707 Berlin, Wilmersdorf (Wilmersdorf)",r24 Holding GmbH,,,,,,,,liegt zur Besichtigung vor,,,,,1420.0,,Zentralheizung,1420.0,2 Monatsmieten,,,,True,,Möbliertes Design Apartment mit Balkon Nähe Ku’damm,https://www.immobilienscout24.de/expose/112063791,,42.0,2,Olivaer Platz,10707 Berlin,10,Wilmersdorf,Wilmersdorf,33.80952380952381,ChWi,Wilmd
"Gersdorfstraße 55, 12105 Berlin, Mariendorf (Tempelhof)",Stuck & Füting Immobilienconsult Beyrodtstraße 11 12277 Berlin,,1.0,,1928.0,,True,,liegt vor,Verbrauchsausweis,,98.4,1 von 3,1072.0,87.0,Etagenheizung,873.0,3 Nettokaltmieten,2019.0,112.0,Erstbezug nach Sanierung,,2.0,* Das Leben genießen im „Kaisereck“ * Wunderschön sanierte 3 Zimmerwohnung inkl. Einbauküche *,https://www.immobilienscout24.de/expose/112151753,Erdgas leicht,62.29,3,Gersdorfstraße,12105 Berlin,55,Mariendorf,Tempelhof,14.01509070476802,TSch,Temp
"Joachim-Friedrich-Str. 10a, 10711 Berlin, Wilmersdorf (Wilmersdorf)",Westfälische Straße 35 10709 Berlin,,1.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,3 von 6,1990.0,0.0,Fernwärme,1820.0,5460,2019.0,170.0,Erstbezug,True,2.0,Wohnung in Neubau Architektur-Perle – Joachim-Friedrich-Str.10a – 3-Zimmer ca.84 qm,https://www.immobilienscout24.de/expose/112154265,Fernwärme,84.18,3,Joachim-Friedrich-Straße,10711 Berlin,10A,Wilmersdorf,Wilmersdorf,21.620337372297456,ChWi,Wilmd
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,0 von 5,2198.75,108.58,Fernwärme,1873.01,3747,2019.0,217.16,Erstbezug,True,2.0,Viel Platz auf 110m² und drei Zimmer direkt am HBF mit Erstbezug und EBK.,https://www.immobilienscout24.de/expose/112184378,Fernwärme,108.58,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,17.250046048996133,Mitt,Tierg
"Am Schlachtensee 60, 14129 Berlin, Zehlendorf (Zehlendorf)",Schön & Sever Vertriebs GmbH Bundesallee 89 12161 Berlin,,,,1980.0,,,,liegt vor,Verbrauchsausweis,,,0 von 2,1795.0,145.0,Fußbodenheizung,1410.0,3 Nettokaltmieten,,240.0,,,,Perfekte Maisonette Wohnung für Paare in Zehlendorf!,https://www.immobilienscout24.de/expose/112181667,Gas,115.4,4,Am Schlachtensee,14129 Berlin,60,Zehlendorf,Zehlendorf,12.218370883882148,StZe,Zehld
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,5 von 5,2747.36,122.65,Fernwärme,2379.41,4759,2019.0,245.3,Erstbezug,True,3.0,Luxus-Penthouse mit besten Aussichten zum Erstbezug direkt am HBF!,https://www.immobilienscout24.de/expose/112184443,Fernwärme,122.65,4,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,19.4,Mitt,Tierg
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,2.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,5 von 5,2497.38,111.49,Fernwärme,2162.91,4326,2019.0,222.98,Erstbezug,True,2.0,Penthouse-Traum mit großer Dachterrasse zum Erstbezug mit EBK!,https://www.immobilienscout24.de/expose/112184410,Fernwärme,111.49,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,19.40003587765719,Mitt,Tierg
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,1.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,2 von 5,1757.11,84.68,Fernwärme,1503.07,3007,2019.0,169.36,Erstbezug,True,2.0,2 Balkone viel Licht und jede Menge Platz! Erstbezug ist immer gut!,https://www.immobilienscout24.de/expose/112187934,Fernwärme,84.68,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,17.749999999999996,Mitt,Tierg
"Kyritzer Str. 109, 12629 Berlin, Hellersdorf (Hellersdorf)","Wohnungsgenossenschaft ""Grüne Mitte"" Hellersdorf eG Neuruppiner Straße 24 12629 Berlin",,1.0,,1989.0,,,,liegt vor,Verbrauchsausweis,,86.0,2 von 5,623.32,53.05,Zentralheizung,464.17,1392.51,,106.1,Gepflegt,,1.0,Ruhige Ecke für Zwei,https://www.immobilienscout24.de/expose/112186529,Fernwärme,66.31,2,Kyritzer Straße,12629 Berlin,109,Hellersdorf,Hellersdorf,7.0,MaHe,Helld
"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)",ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,,1.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,2 von 5,1773.71,85.07,Fernwärme,1518.5,3037,2019.0,170.14,Erstbezug,True,2.0,Vom Schlafzimmer direkt auf den Balkon zum Sonnenbad! 3 Zi. EBK und Erstbezug!,https://www.immobilienscout24.de/expose/112203661,Fernwärme,85.07,3,Heidestraße,10557 Berlin,19,Tiergarten,Tiergarten,17.85000587751264,Mitt,Tierg
"Zimmerstraße 95, 10969 Berlin-Mitte, Mitte (Mitte)",Trockland Management GmbH Hauptstraße 27 10827 Berlin,,1.0,,2019.0,,True,,liegt vor,Bedarfsausweis,,,4 von 7,2260.46,87.09,Fußbodenheizung,1999.19,5997.57,,174.18,Erstbezug,,2.0,NEW / Neubau Nähe Checkpoint Charlie - CHARLIE LIVING,https://www.immobilienscout24.de/expose/112213800,Fernwärme,101.43,3,Zimmerstraße,10969 Berlin-Mitte,95,Mitte,Mitte,19.71004633737553,Mitt,Mitte
"Kaiserin-Augusta-Allee 42, 10589 Berlin, Charlottenburg (Charlottenburg)",Apart Berlin GmbH Kurfürstendamm 219 10719 Berlin,,1.0,,1918.0,,True,,liegt zur Besichtigung vor,,,,1 von 4,1370.0,0.0,Zentralheizung,1160.0,3480,2018.0,210.0,Neuwertig,,1.0,"VIDEO! 2 Zi, Balkon, 1.OG, Kaiserin-Augusta-Allee-zentral",https://www.immobilienscout24.de/expose/111820414,Gas,97.0,2,Kaiserin-Augusta-Allee,10589 Berlin,42,Charlottenburg,Charlottenburg,11.958762886597938,ChWi,Charl
"Marburger Straße 14, 10789 Berlin, Charlottenburg (Charlottenburg)",ArtNight GmbH,,,,,,True,,,,,,0 von 0,2365.0,,,2365.0,3480,,,Gepflegt,,,attraktive Altbau Gewerberäume nähe Europa-Center und Tauentzienstraße (EG),https://www.immobilienscout24.de/expose/111470139,,98.0,3,Marburger Straße,10789 Berlin,14,Charlottenburg,Charlottenburg,24.132653061224488,ChWi,Charl
"Sächsische 35, 10713 Berlin, Wilmersdorf (Wilmersdorf)",Metternich & Co. GmbH Rosenthalerstr 51 10178 Berlin,,2.0,,1936.0,,True,,liegt vor,Verbrauchsausweis,,187.9,4 von 4,2230.0,185.0,Fernwärme,1860.0,5580,2019.0,185.0,Erstbezug,True,3.0,Erstbezug - hochwertige Dachgeschosswohnung,https://www.immobilienscout24.de/expose/111475992,Fernwärme,124.0,4,Sächsische,10713 Berlin,35,Wilmersdorf,Wilmersdorf,15.0,ChWi,Wilmd
