Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adreese
Erstbezug nach Sanierung,https://www.immobilienscout24.de/expose/115524630,875 €,70 €,50 €,995 €,"2.625,00 €",0 von 4,"62,5 m²",2,,,,True,1900,,,Fußbodenheizung,Erdgas leicht,liegt vor,Verbrauchsausweis,,Vigor Haus- und Grundstücksverwaltung GmbH Berlin,"Krossener Str. 8, 10245 Berlin, Friedrichshain (Friedrichshain)"
Wohntraum in schöner Lage,https://www.immobilienscout24.de/expose/115522685,"771,59 €","361,25 €","inkl. 171,86 €","1.132,84 €","Kaution: 2.314,00 EUR",1,"79,71 m²",3,,,,,1995,,Gepflegt,Fernwärme,Fernwärme,,Verbrauchsausweis,"226,6 kWh/(m²*a)",Deutsche Wohnen Gruppe,"Kieselbronner Weg 2A, 13469 Berlin, Lübars (Reinickendorf)"
***Altbauwohnung im Erstbezug nach Grundsanierung mit zwei Bädern und kleinem Balkon***,https://www.immobilienscout24.de/expose/115523048,1.300 €,350 €,in Nebenkosten enthalten,1.650 €,3 Kaltmieten,,126 m²,3,2,2,True,,1918,,Erstbezug,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,Sonja Stanisch Immobilien Holsteinische Straße 29 10717 Berlin,"10711 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Traumhafte 3-Zimmer-Wohnung mit Balkon im Ludwigpark Buch,https://www.immobilienscout24.de/expose/115525400,"754,50 €","292,90 €",inkl. 142 €,"1.047,40 €",3 Nettokaltmieten,,"88,77 m²",3,,,,True,1908,,Gepflegt,,Gas,liegt vor,Bedarfsausweis,,Trialog GmbH Karl-Marx-Allee 90a 10243 Berlin,"Zepernicker Straße 2 Haus 8, 13125 Berlin-Buch, Buch (Pankow)"
Luxuriöse Maisonette-Wohnung in Top-Lage mit Blick über den Tiergarten,https://www.immobilienscout24.de/expose/115522703,5.000 €,keine Angabe,in Nebenkosten enthalten,5.800 € (zzgl. Nebenkosten),3 Nettokaltmieten,4 von 5,240 m²,4,3,2,,True,1885,zuletzt 2019,Vollständig renoviert,Gas-Heizung,Erdgas leicht,liegt vor,Verbrauchsausweis,,Berlin Property Partner Neue Grünstrasse 2 10179 Berlin,"Lützowstr. 81, 10785 Berlin, Tiergarten (Tiergarten)"
Wohnen am Lietzensee - Park - Kaiserdamm - sanierter Altbau- ARBEITEN & WOHNEN,https://www.immobilienscout24.de/expose/115509780,3.000 €,540 €,in Nebenkosten enthalten,3.540 €,drei Kaltmieten,1 von 5,200 m²,7,5,2,True,True,1911,,Saniert,Zentralheizung,KWK fossil,liegt vor,Bedarfsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"14057 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Erstbezug: exklusive 3-Zimmer-Wohnung mit Balkon in Berlin Lichterfelde - Ost Oberhofer Weg,https://www.immobilienscout24.de/expose/115500814,1.590 €,320 €,in Nebenkosten enthalten,1.910 €,drei Kaltmieten,1 von 3,"76,31 m²",3,,,,,2020,zuletzt 2020,Erstbezug,Fußbodenheizung,,liegt zur Besichtigung vor,,,,"12209 Berlin Lichterfelde-Ost Oberhofer Weg, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Schöne 2-Zimmer-Wohnung mit Balkon in Karow zu vermieten - WBS erforderlich,https://www.immobilienscout24.de/expose/115502804,450 €,139 €,inkl. 93 €,589 €,"1.350,00",1,"55,78 m²",2,1,1,,,1996,,Gepflegt,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,Berlinovo Immobilien Gesellschaft mbH Hallesches Ufer 74 - 76 10963 Berlin,"Pfannschmidtstr. 10, 13125 Berlin, Karow (Weißensee)"
"Moderne, zentrale 3 Zimmerwohnung mit Loggia und Balkon",https://www.immobilienscout24.de/expose/115506236,"1.218,61 €",175 €,inkl. 62 €,"1.455,61 €",3 Nettokaltmieten,3,"79,44 m²",3,2,1,True,,2016,,,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,Hausverwaltung Optima GmbH Straße der Pariser Kommune 38 10243 Berlin,"Chausseestraße 60a, 10115 Berlin, Mitte (Mitte)"
"Für 2 - 3 Jahre: Schöne, helle 2-Zimmerwohnung mit Wannenbad und einfacher Einbauküche mit Sitzplatz",https://www.immobilienscout24.de/expose/115504297,650 €,98 €,inkl. 32 €,780 €,"1950,00",1 von 3,52 m²,2,1,1,,True,1955,,,Öl-Heizung,Öl,liegt vor,Verbrauchsausweis,"152,7 kWh/(m²*a)",Relocation and Real Estate Knesebeckstr. 11 A 12205 Berlin,"Steglitzer Damm 113 G, 12169 Berlin, Steglitz (Steglitz)"
LOFTLAND Berlin... Live in Style - between history & presence!,https://www.immobilienscout24.de/expose/115505935,1.000 €,480 €,in Nebenkosten enthalten,1.480 €,"3.000,00 €",4 von 4,75 m²,1,,,True,True,1939,,Gepflegt,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,Claudia Köhn Immobilien Ringbahnstr. 6 10711 Berlin,"Harry-S.-Truman-Allee 29, 14167 Berlin, Lichterfelde (Steglitz)"
Erstbezug nach Sanierung - 2-Zimmer-Wohnung mit EBK in Mitte,https://www.immobilienscout24.de/expose/115505418,900 €,112 €,60 €,1.072 €,"2700,00",0 von 4,"56,73 m²",2,1,1,,True,,zuletzt 2019,Erstbezug nach Sanierung,Zentralheizung,,laut Gesetz nicht erforderlich,,,Albrecht Gebrüder & Co. Berlin GmbH Friedrichstraße 134 10117 Berlin,"Marienstraße 12, 10117 Berlin, Mitte (Mitte)"
*SINGLENEST - MÖBLIERT*,https://www.immobilienscout24.de/expose/115506113,1.300 €,keine Angabe,in Nebenkosten enthalten,1.300 € (zzgl. Nebenkosten),3900,,34 m²,1,,1,,True,1900,zuletzt 2019,Neuwertig,Zentralheizung,Erdgas leicht,liegt vor,Verbrauchsausweis,156 kWh/(m²*a),Barbara Krebs Immobilien Tauernallee 58 12107 Berlin,"10405 Berlin - Prenzlauer Berg, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Traumwohnung möbliert - an der Spree,https://www.immobilienscout24.de/expose/115505695,"705,30 €","86,54 €","43,27 €","835,11 €",3 Nettokaltmieten,4 von 5,"43,27 m²","1,5",,,True,True,2016,,Neuwertig,Fußbodenheizung,Nahwärme,liegt vor,Bedarfsausweis,,ROMI Immobilien GmbH Stralauer Platz 39 10243 Berlin,"Spreestraße 5, 12439 Berlin, Niederschöneweide (Treptow)"
2 Zimmer Wohnung für Selbstrenovierer am Hindenburgdamm 104,https://www.immobilienscout24.de/expose/115506250,636 €,60 €,nicht in Nebenkosten enthalten,696 € (zzgl. Heizkosten),"1908,00",2 von 2,58 m²,2,,1,,,1922,,Renovierungsbedürftig,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,Andreas Henkel Immobilien Morgensternstraße 29 12207 Berlin,"Hindenburgdamm 104, 12203 Berlin-Lichterfelde, Lichterfelde (Steglitz)"
"1.350 €, 100 m², 3 Zimmer",https://www.immobilienscout24.de/expose/115507649,1.350 €,keine Angabe,nicht in Nebenkosten enthalten,1.500 € (zzgl. Nebenkosten & Heizkosten),,,100 m²,3,,,,True,,,,,,,,,,"Hochjagdstraße 2, 13469 Berlin, Waidmannslust (Reinickendorf)"
1-Zimmer-Wohnung in Adlershof | Verfügbar ab sofort,https://www.immobilienscout24.de/expose/115506358,550 €,45 €,45 €,640 €,"1650,00",2 von 5,"28,9 m²",1,1,1,True,True,2014,zuletzt 2014,Neuwertig,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,B-home Hausverwaltung GmbH Mehringdamm 33 10691 Berlin,"Dörpfeldstraße 5, 12489 Berlin, Adlershof (Treptow)"
"Gepflegte 3-Zimmer-Dachgeschosswohnung mit Balkon und EBK in Altglienicke (Treptow), Berlin",https://www.immobilienscout24.de/expose/115507894,1.200 €,300 €,in Nebenkosten enthalten,1.500 €,"2.000,00 €",2 von 2,100 m²,3,,1,,True,,,Gepflegt,,Gas,,,,,"Am Falkenberg 20, 12524 Berlin, Altglienicke (Treptow)"
Attraktiver Erstbezug in familienfreundlichem Wohn-Ensemble / Berlin-Bohnsdorf,https://www.immobilienscout24.de/expose/115507307,"1.023,23 €","164,32 €",keine Angabe,"1.196,55 € (zzgl. Heizkosten)",3 Monatsmieten,,"82,16 m²",3,1,1,,,2020,,Erstbezug,Wärmepumpe,Umweltwärme,liegt zur Besichtigung vor,,,FREJA Development GmbH Ernst-Augustin-Straße 15 12489 Berlin,"Glienicker Straße 506, 12526 Berlin, Bohnsdorf (Treptow)"
** Frisch sanierte 2 Zimmerwohnung! ** zentrale Lage! ** Mit Balkon!**,https://www.immobilienscout24.de/expose/115507426,"735,24 €",173 €,66 €,"974,24 €",3 Nettokaltmieten,4 von 5,"66,84 m²",2,1,1,True,,1983,zuletzt 2020,Erstbezug nach Sanierung,Fernwärme,Fernwärme,,,,Trusthouse GmbH Leibnizstraße 69 10625 Berlin,"Richardstraße 56a, 12055 Berlin, Neukölln (Neukölln)"
Exklusives neuwertige 3 Zi. Wohnung in bester Lage im Berliner Regierungsviertel,https://www.immobilienscout24.de/expose/115508277,2.400 €,350 €,100 €,3.200 €,5700,4 von 8,94 m²,3,2,1,True,True,2017,zuletzt 2018,Neuwertig,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,,"10117 Berlin, Mitte (Mitte) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
You only have to move in here because I am fully furnished !!,https://www.immobilienscout24.de/expose/115507983,1.299 €,190 €,in Nebenkosten enthalten,1.489 €,4197,4 von 6,"73,41 m²",2,1,1,True,True,1901,,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,Living in Berlin e.K. Hönower Straße 72 12623 Berlin,"Paul-Robeson-Strasse 43, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Kernsaniert! 1 Zimmer mit EBK und Dusche nahe Kudamm,https://www.immobilienscout24.de/expose/115508938,885 €,65 €,nicht in Nebenkosten enthalten,950 € (zzgl. Heizkosten),2655,3 von 5,56 m²,1,1,1,,True,1901,zuletzt 2020,Erstbezug nach Sanierung,Etagenheizung,Gas,liegt zur Besichtigung vor,,,Apart Berlin GmbH Kurfürstendamm 219 10719 Berlin,"Westfälische Str 40, 10711 Berlin, Wilmersdorf (Wilmersdorf)"
Attraktive 1-Zimmer-Wohnung mit großzügigem Balkon am Fennpfuhl,https://www.immobilienscout24.de/expose/115484187,600 €,220 €,inkl. 80 €,820 €,3 Nettokaltmieten,2 von 3,"58,33 m²",1,,1,True,True,1980,,Gepflegt,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,,Trialog GmbH Karl-Marx-Allee 90a 10243 Berlin,"Anton-Saefkow-Platz 8, 10369 Berlin, Lichtenberg (Lichtenberg)"
Attraktiver Erstbezug in familienfreundlichem Wohn-Ensemble / Berlin-Bohnsdorf,https://www.immobilienscout24.de/expose/115509217,"861,06 €","122,84 €",keine Angabe,"983,90 € (zzgl. Heizkosten)",3 Monatsmieten,2,"61,42 m²",2,1,1,,,2020,,Erstbezug,Wärmepumpe,Umweltwärme,liegt zur Besichtigung vor,,,FREJA Development GmbH Ernst-Augustin-Straße 15 12489 Berlin,"Glienicker Straße 506, 12526 Berlin, Bohnsdorf (Treptow)"
"Seniorengerechte, renovierte 2 Zi.- Wohnung in Neukölln, Vermietung ab dem 60. Lebensjahr, kein WBS",https://www.immobilienscout24.de/expose/115484646,"435,05 €",112 €,100 €,"647,05 €",1305.15,3,"59,02 m²",2,,,True,,1982,,,Zentralheizung,Fernwärme,,Bedarfsausweis,,Vonovia SE . Postfach 44784 Bochum,"Michael-Bohnen-Ring 54, 12057 Berlin, Neukölln (Neukölln)"
Kuschelige Wohnung mit tollen Extras!,https://www.immobilienscout24.de/expose/115483074,529 €,118 €,inkl. 39 €,647 €,"Kaution: 1.587,00 EUR",2,43 m²,"1,5",,,,True,1997,,Gepflegt,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Pfannschmidtstr. 39, 13125 Berlin, Karow (Weißensee)"
"Bildschöner Erstbezug im 3.OG mit Lift: WG-geeignet! Komfortausstattung mit EBK, Parkett + Balkon",https://www.immobilienscout24.de/expose/115484963,1.369 €,"209,96 €","104,98 €","1.683,94 €",3 Monats-Nettokaltmieten,3,"104,98 m²",3,,1,True,True,1900,zuletzt 2020,Erstbezug nach Sanierung,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","Kaiserin-Augusta-Allee 47, 10589 Berlin, Charlottenburg (Charlottenburg)"
"Perfekt WG-geeignet! Erstbezug nach Sanierung mit EBK, Parkett + Balkon: Kaiserin-Augusta-Allee!",https://www.immobilienscout24.de/expose/115484984,1.349 €,"205,78 €","102,89 €","1.657,67 €",3 Monats-Nettokaltmieten,2,"102,89 m²",3,,1,True,True,1900,zuletzt 2020,Erstbezug nach Sanierung,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","Kaiserin-Augusta-Allee 47, 10589 Berlin, Charlottenburg (Charlottenburg)"
"Gepflegte möblierte 2-Zimmer-Dachgeschosswohnung mit EBK in Heiligensee (Reinickendorf), Berlin",https://www.immobilienscout24.de/expose/115492166,840 €,250 €,in Nebenkosten enthalten,1.090 €,1785,1 von 1,54 m²,2,,1,,True,1999,zuletzt 2020,Gepflegt,Zentralheizung,Flüssiggas,liegt vor,Verbrauchsausweis,,,"Borgfelder Steig 18a, 13503 Berlin, Heiligensee (Reinickendorf)"
Modernes Apartment mit gehobener Ausstattung,https://www.immobilienscout24.de/expose/115490429,645 €,172 €,in Nebenkosten enthalten,817 €,1935€,2,"51,2 m²",2,,,True,True,1937,,,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,Andrej Schafranek Immobilien,"Platz des 4 Juli 12, 14167 Berlin, Lichterfelde (Steglitz)"
1 Zimmer möbliert Neukölln,https://www.immobilienscout24.de/expose/115493114,850 €,keine Angabe,in Nebenkosten enthalten,790 € (zzgl. Nebenkosten),1600,2 von 2,30 m²,1,,1,,,1900,zuletzt 2020,Neuwertig,Etagenheizung,Gas,liegt vor,,,Otto-Suhr-Allee 73 10585 Berlin,"Jahnstraße 82, 12347 Berlin, Britz (Neukölln)"
Möblierte 2 Zimmer Altbauwohnung bis Juli 2021 zu vermieten,https://www.immobilienscout24.de/expose/115488624,740 €,keine Angabe,in Nebenkosten enthalten,990 € (zzgl. Nebenkosten),1500,,55 m²,2,,1,,True,1905,,Vollständig renoviert,Gas-Heizung,Strom,liegt vor,Bedarfsausweis,,,"Ostpreußendamm 177, 12207 Berlin, Lichterfelde (Steglitz)"
"Perfekt WG-geeignet! Erstbezug nach Sanierung mit EBK, Parkett + Balkon: Kaiserin-Augusta-Allee!",https://www.immobilienscout24.de/expose/115484998,999 €,154 €,77 €,1.230 €,3 Monats-Nettokaltmieten,2,77 m²,2,,1,True,True,1900,zuletzt 2020,Erstbezug nach Sanierung,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","Kaiserin-Augusta-Allee 47, 10589 Berlin, Charlottenburg (Charlottenburg)"
"1.200 €, 63 m², 2 Zimmer",https://www.immobilienscout24.de/expose/115493351,1.200 €,keine Angabe,nicht in Nebenkosten enthalten,1.440 € (zzgl. Nebenkosten & Heizkosten),,,63 m²,2,,,True,True,,,,,,,,,Brüsseler Strasse 45 13353 Berlin,"Kollwitzstraße 48, 10405 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
Willkommen zuhause in Charlottenburg *3 Zimmer mit Balkon im Neubau **,https://www.immobilienscout24.de/expose/115494073,1.550 €,220 €,in Nebenkosten enthalten,1.770 €,4650,3 von 5,88 m²,3,2,1,True,,2019,,Erstbezug,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,,Sahin Immobilien & Hausverwaltung Hermannstraße 255 12049 Berlin,"Heilbronner Straße 10, 10711 Berlin, Wilmersdorf (Wilmersdorf)"
Ihr neues Zuhause in Charlottenburg*Neubau 3 Zimmer mit Balkon*,https://www.immobilienscout24.de/expose/115494083,1.550 €,220 €,in Nebenkosten enthalten,1.770 €,4650,3 von 5,88 m²,3,2,1,True,,2019,,Erstbezug,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,,Sahin Immobilien & Hausverwaltung Hermannstraße 255 12049 Berlin,"Heilbronner Straße 10, 10711 Berlin, Wilmersdorf (Wilmersdorf)"
"NEUBAU MITTE ERSTBEZUG: 2 Zimmer Wohnung am Märkischen Museum, Spittelmarkt",https://www.immobilienscout24.de/expose/115494108,1.250 €,250 €,in Nebenkosten enthalten,1.500 €,5000,1 von 7,"80,33 m²",2,,2,True,True,2020,zuletzt 2020,Erstbezug,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,,,"Wallstrasse 18, 10179 Berlin, Mitte (Mitte)"
Charlottenburg am Schloss.. ein Neubautraum wird wahr!!..Großzügig mit Terrasse *,https://www.immobilienscout24.de/expose/115494111,1.300 €,180 €,in Nebenkosten enthalten,1.480 €,3900,2 von 5,"75,95 m²",2,1,1,True,,2019,,Erstbezug,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,,Sahin Immobilien & Hausverwaltung Hermannstraße 255 12049 Berlin,"Heubnerweg 7, 14059 Berlin, Charlottenburg (Charlottenburg)"
Schöne Pärchenwohnung mit Balkon und Aufzug,https://www.immobilienscout24.de/expose/115483081,579 €,132 €,inkl. 64 €,711 €,"Kaution: 1.737,00 EUR",5,"54,79 m²",2,,,True,,1988,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Naumburger Ring 42, 12627 Berlin, Hellersdorf (Hellersdorf)"
"Sonnige, geräumige zwei Zimmer Wohnung -seniorengerecht-",https://www.immobilienscout24.de/expose/115495875,759 €,215 €,in Nebenkosten enthalten,974 €,"2277,00",3 von 4,"69,09 m²",2,,1,True,True,1994,,Vollständig renoviert,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,,"12307 Berlin, Lichtenrade (Tempelhof) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Exklusive, Hinterhaus/ Hofgebäde/Wohnung mit EBK in Waidmannslust , Berlin",https://www.immobilienscout24.de/expose/115495180,1.300 €,175 €,nicht in Nebenkosten enthalten,1.475 € (zzgl. Heizkosten),3900,1 von 2,103 m²,4,,1,,True,1912,,Gepflegt,Gas-Heizung,Gas,liegt vor,Bedarfsausweis,,,"Waidmannsluster Damm 172, 13469 Berlin, Waidmannslust (Reinickendorf)"
Charmante Altbauwohnung mitten in Berlin - Mitte !,https://www.immobilienscout24.de/expose/115472125,"963,04 €","192,61 €","inkl. 90,29 €","1.155,65 €","2.889,12",3 von 4,"60,19 m²",2,1,1,,,1900,,Gepflegt,Zentralheizung,,,,,BIDDEX Immobiliengesellschaft mbH Marburger Straße 17 10789 Berlin,"Auguststraße 92, 10117 Berlin, Mitte (Mitte)"
Frisch gemalert! Schöne Dachgeschosswohnung mit Terrasse!,https://www.immobilienscout24.de/expose/115483069,669 €,158 €,inkl. 53 €,827 €,"Kaution: 2.007,00 EUR",,"54,79 m²",2,,,,True,1996,,Gepflegt,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Pfannschmidtstr. 69, 13125 Berlin, Karow (Weißensee)"
Barrierearme Neubauwohnung mit Balkon und Aufzug,https://www.immobilienscout24.de/expose/115472571,717 €,"107,55 €","57,36 €","881,91 €",2151.00,3,"71,7 m²",3,,,True,,2020,,Gepflegt,Fernwärme,,,Bedarfsausweis,,STADT UND LAND Wohnbauten-Gesellschaft mbH Böhlener Str. 49 12627 Berlin,"Schkeuditzer Str. 34, 12627 Berlin, Hellersdorf (Hellersdorf)"
Moderne Neubauwohnung mit großem Balkon zentral am Nöldnerplatz!,https://www.immobilienscout24.de/expose/115472678,1.699 €,"174,78 €","67,50 €","1.941,28 €",3 Nettokaltmieten,6,"135,85 m²",3,2,1,True,True,2014,,Erstbezug,Blockheizkraftwerke,Gas,liegt vor,Bedarfsausweis,,Hamkon GmbH Hausverwaltungen & Immobilien Alt-Köpenick 22 12555 Berlin,"Lückstr. 74, 10317 Berlin, Lichtenberg (Lichtenberg)"
Maisonette Dachgeschosswohnung mit zwei Terrassen !,https://www.immobilienscout24.de/expose/115472135,"1.698,64 €","319,74 €","inkl. 169,86 €","2.018,38 €","5.095,92",5 von 5,"99,92 m²",3,2,1,,,unbekannt,,Saniert,Zentralheizung,,,,,BIDDEX Immobiliengesellschaft mbH Marburger Straße 17 10789 Berlin,"Oderbergerstraße 51/52, 10435 Berlin, Prenzlauer Berg (Prenzlauer Berg)"
"HOMESK - Dachgeschoss-Maisonettewohnung, Altbau in Mitte, 206m², 3 Terrassen und Sauna",https://www.immobilienscout24.de/expose/115474750,"3.408,08 €",310 €,255 €,"3.973,08 €",3 Nettokaltmieten,3 von 4,"206,55 m²",2,1,3,,True,1831,zuletzt 2017,Neuwertig,Fußbodenheizung,Gas,laut Gesetz nicht erforderlich,,,Homesk GmbH Mittenwalder Straße 29 10961 Berlin,"Max-Beer-Straße 29, 10119 Berlin, Mitte (Mitte)"
Neu! 2 Zimmer Wohnung mit Fahrstuhl,https://www.immobilienscout24.de/expose/115474080,899 €,140 €,80 €,1.119 €,2415,2 von 4,73 m²,1,2,1,True,True,1910,zuletzt 2017,Erstbezug nach Sanierung,,Gas,liegt vor,Verbrauchsausweis,"158,3 kWh/(m²*a)",ALEPA Real Estate GmbH Tauentzienstraße 6 10789 Berlin,"Mühlenstraße 30, 13187 Berlin, Pankow (Pankow)"
Schöne sieben Zimmer Wohnung in Wannseevilla,https://www.immobilienscout24.de/expose/115474722,1.995 €,350 €,in Nebenkosten enthalten,2.345 €,5985,,150 m²,7,,1,,,1891,zuletzt 2019,Erstbezug nach Sanierung,Öl-Heizung,Öl,laut Gesetz nicht erforderlich,,,,"14109 Berlin, Wannsee (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Friedrichshain! Schöne und ruhige 2-Zi-Altbauwohnung,https://www.immobilienscout24.de/expose/115478864,760 €,110 €,in Nebenkosten enthalten,870 €,2.280 Euro,0 von 5,76 m²,2,,1,,True,1910,zuletzt 2020,Vollständig renoviert,Etagenheizung,Gas,liegt vor,Bedarfsausweis,,,"Hausburgstraße 21, 10249 Berlin, Friedrichshain (Friedrichshain)"
"Hochwertige 1,5-Zimmer-Wohnung mit Balkon und EBK in Friedrichsfelde (Lichtenberg), Berlin",https://www.immobilienscout24.de/expose/115476415,649 €,150 €,in Nebenkosten enthalten,799 €,1200,3 von 5,47 m²,"1,5",,1,True,True,2016,,Neuwertig,Blockheizkraftwerke,Gas,liegt vor,Bedarfsausweis,,,"Tierpark 51, 10319 Berlin, Friedrichsfelde (Lichtenberg)"
"OBERSCHÖNEWEIDE: attraktive 2 Zimmerwohnung im Gartenhaus! RUHIGE LAGE! BESICHTIGUNG 08.02,14.00 UHR",https://www.immobilienscout24.de/expose/115481473,500 €,120 €,inkl. 60 €,620 €,1650,1 von 4,50 m²,2,1,1,,True,1907,,Gepflegt,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,BRH Berlin Residential Investment GmbH Kurfürstendamm 96 10709 Berlin,"Rathenaustraße 6, 12459 Berlin, Oberschöneweide (Köpenick)"
Bezugsfrei! 3-Zimmerwohnung im Neubau mit Süd-Balkon in Köpenick zu vermieten!,https://www.immobilienscout24.de/expose/115479849,"972,46 €",250 €,inkl. 100 €,"1.232,46 €","2.917,38 €",1 von 5,"79,71 m²",3,2,1,True,,2015,,Neuwertig,Fernwärme,Nahwärme,liegt vor,Bedarfsausweis,,DICK Immobilienmanagement e.K. EUREF-Campus 13 10829 Berlin,"Glienicker Straße 12, 12557 Berlin, Köpenick (Köpenick)"
"Vollständig renovierte 2-Zimmer-Wohnung mit Loggia und EBK in Wilhelmstadt, Berlin",https://www.immobilienscout24.de/expose/115481771,550 €,65 €,60 €,675 €,3 Nettokaltmiete,1 von 3,52 m²,2,,1,,True,1936,zuletzt 2017,Vollständig renoviert,Nachtspeicheröfen,,liegt vor,Verbrauchsausweis,,,"Krowelstrasse 36a, 13581 Berlin, Spandau (Spandau)"
