Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Bezugsfrei ab,Zimmer,Schlafzimmer,Badezimmer,Balkon/ Terrasse,Baujahr,Objektzustand,Ausstattung,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Endenergiebedarf,Energieeffizienzklasse,Anbieter,Adreese
"3-Zimmer Erdg.wohnung in Schloss-Nähe, Charlottenburg: 80m² mit Terrasse",https://www.immobilienscout24.de/expose/67798855,960 €,184 €,in Nebenkosten enthalten,1.144 €,1980,0 von 3,80 m²,01.11.2019,3,2,1,True,,Modernisiert,Gehobene Qualität,Zentralheizung,Gas,,,,,Kontaktaufnhame von 16-18 Uhr,"Max-Dohrn-Str. 3, 10589 Berlin, Charlottenburg (Charlottenburg)"
"1 Neubauwohnung - Dachgesch. 747,50 kalt u. /1 Whg - Bestand 2 Zi. 498,- für Paare u. Singles.",https://www.immobilienscout24.de/expose/79771010,498 €,60 €,80 €,638 €,,1 von 3,"55,72 m²",sofort,2,1,1,True,1996,Gepflegt,Gehobene Qualität,Zentralheizung,,,,,,Forellenstraße 12a 83700 Rottach - Egern,"Chemnitzer Straße 108, 12621 Berlin, Kaulsdorf (Hellersdorf)"
"1.750 €, 110 m², 4 Room(s)",https://www.immobilienscout24.de/expose/115125330,1.750 €,450 €,in Nebenkosten enthalten,2.200 €,5250,,110 m²,01.03.2020,4,3,2,True,2015,Neuwertig,Luxus,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,A,Rungestr 21C 10179 Berlin,"Rungestraße 21, 10179 Berlin, Mitte (Mitte)"
Exklusives Wohnen am Gendarmenmarkt auf höchstem Niveau mit Concierge Service,https://www.immobilienscout24.de/expose/114300451,1.540 €,450 €,in Nebenkosten enthalten,1.990 €,5000,2 von 5,90 m²,01.04.2020,2,,2,True,unbekannt,Neuwertig,Luxus,Fernwärme,Fernwärme,liegt zur Besichtigung vor,,,,,"Jägerstraße 48, 10117 Berlin, Mitte (Mitte)"
Erstbezug im Parkquartier Altglienicke nahe Adlershof- 2-Zimmer-Whg. mit v.a.EBK u. großem SO-Balkon,https://www.immobilienscout24.de/expose/115390177,"836,60 €","159,28 €",in Nebenkosten enthalten,"995,88 €",3 Nettokaltmieten,1 von 3,"61,97 m²",15.02.2020,2,,1,True,2019,Erstbezug,Gehobene Qualität,Blockheizkraftwerke,Fernwärme,liegt zur Besichtigung vor,,,,,"Semmelweißstr. 43, 12524 Berlin, Altglienicke (Treptow)"
"1.065€, 97 m², 2 Zimmer",https://www.immobilienscout24.de/expose/82803502,1.065 €,130 €,130 €,1.325 €,"3.000,00€",5 von 5,97 m²,sofort,2,1,2,True,2004,Vollständig renoviert,Gehobene Qualität,Gas-Heizung,Gas,liegt vor,Bedarfsausweis,124 kWh/(m²*a),,,"Falkenhagener Str. 12, 13585 Berlin, Spandau (Spandau)"
"Erstbezug mit Balkon: schöne 3-Zimmer-Wohnung in Prenzlauer Berg, Berlin",https://www.immobilienscout24.de/expose/115048421,1.710 €,320 €,in Nebenkosten enthalten,2.030 €,5130€,2 von 5,"103,12 m²",ab sofort,3,2,2,True,unbekannt,Erstbezug,Gehobene Qualität,,,liegt zur Besichtigung vor,,,,,"10439 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Fabelhafte Dachgeschosswohnung mit Aufdachterrasse und 360 Grad Blick über Berlin.,https://www.immobilienscout24.de/expose/115468686,2.000 €,225 €,nicht in Nebenkosten enthalten,2.225 € (zzgl. Heizkosten),3 NKM,5 von 5,115 m²,ab sofort,4,,1,True,,Vollständig renoviert,Gehobene Qualität,Fußbodenheizung,,liegt zur Besichtigung vor,,,,,"10247 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
2 Zimmer Altbauwohnung / WBS erforderlich,https://www.immobilienscout24.de/expose/115753808,"476,26 €","63,72 €","100,47 €","640,45 €","1428,78",3 von 3,"67,08 m²",sofort,2,2,1,True,,,Gehobene Qualität,Zentralheizung,Gas,liegt zur Besichtigung vor,,,,Sema Verwaltungs GmbH Georg-Wilhelm-Straße 3 10711 Berlin,"Wilhelminenhofstraße 54, 12459 Berlin, Oberschöneweide (Köpenick)"
Einzigartiges Penthouse am Ufer vom Entwickler des Soho-House Hotels,https://www.immobilienscout24.de/expose/76022536,1.890 €,210 €,120 €,2.220 €,5670,1 von 5,"94,71 m²",01.04.2020,2,1,1,True,,Modernisiert,Luxus,Fernwärme,Fernwärme,liegt vor,,,,Rudi-Dutschke-Str. 26 10969 Berlin,"Planufer 92b, 10967 Berlin, Kreuzberg (Kreuzberg)"
"1.500 €, 80 m², 3 Zimmer",https://www.immobilienscout24.de/expose/108020524,1.500 €,200 €,in Nebenkosten enthalten,1.700 €,3 Nettomieten,3 von 4,80 m²,01.02.2020,3,,1,True,1901,Neuwertig,Luxus,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,,,"Niebuhrstraße 57c, 10629 Berlin, Charlottenburg (Charlottenburg)"
"Erstbezug Südbalkon, hell, top geschnitten mit Tiefgaragenstellplatz E-Mobility ready",https://www.immobilienscout24.de/expose/115381758,1.700 €,290 €,in Nebenkosten enthalten,1.990 €,4000,4 von 5,104 m²,ab sofort,4,,2,True,2020,Erstbezug,Gehobene Qualität,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,"73,4 kWh/(m²*a)",B,,"Streustraße 55, 13086 Berlin, Weißensee (Weißensee)"
2 Zi. App. mit 60 qm Gartenterrasse in zentraler Lage im Grunewald,https://www.immobilienscout24.de/expose/115390750,999 €,250 €,in Nebenkosten enthalten,1.249 €,3747,0 von 2,60 m²,01.02.2020,2,,,True,1960,Vollständig renoviert,Gehobene Qualität,Zentralheizung,Fernwärme,liegt vor,,,,,"Königsallee 44a, 14193 Berlin, Grunewald (Wilmersdorf)"
"Schöne, helle, ruhige und geräumige vier Zimmer Wohnung in Berlin, Buckow (Neukölln)",https://www.immobilienscout24.de/expose/115262215,"1.350,54 €",300 €,in Nebenkosten enthalten,"1.650,54 €",4050,3 von 4,"131,76 m²",ab sofort,4,,2,True,2001,Neuwertig,Gehobene Qualität,Fußbodenheizung,Gas,liegt vor,Verbrauchsausweis,,C,,"In den Gärten 34, 12349 Berlin, Buckow (Neukölln)"
Erstbezug - Wohlfühlen auf den ersten Blick in Berlin-Schmargendorf,https://www.immobilienscout24.de/expose/115390175,"1.765,60 €",300 €,in Nebenkosten enthalten,"2.065,60 €",5300,3 von 5,"88,28 m²",01.03.2020,3,,2,True,2020,Erstbezug,Gehobene Qualität,Blockheizkraftwerke,Gas,liegt zur Besichtigung vor,,,,,"14199 Berlin, Schmargendorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Eleganter Jugendstil-Altbau in ruhiger Lage, Schöneberg Friedenau",https://www.immobilienscout24.de/expose/115390019,1.800 €,250 €,nicht in Nebenkosten enthalten,2.050 € (zzgl. Heizkosten),4000,2 von 5,130 m²,20.02.2020,5,2,1,True,1901,Modernisiert,,Etagenheizung,Gas,laut Gesetz nicht erforderlich,,,,,"12157 Berlin, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Schöne 5-Zimmer-Wohnung mit grossem Balkon am Tiergarten und Landwehrkanal,https://www.immobilienscout24.de/expose/114157533,1.632 €,408 €,in Nebenkosten enthalten,2.040 €,3 Nettokaltmieten,1 von 5,136 m²,ab sofort,5,,1,True,1908,Gepflegt,Normale Qualität,Etagenheizung,Fernwärme,,,,,,"Genthiner Straße 8, 10785 Berlin, Tiergarten (Tiergarten)"
"1.000 €, 46 m², 2 Zimmer",https://www.immobilienscout24.de/expose/111461043,1.000 €,92 €,in Nebenkosten enthalten,1.100 €,3000,1 von 5,46 m²,10.06.2019,2,,1,True,2019,Erstbezug,Gehobene Qualität,Fußbodenheizung,Gas,liegt vor,Verbrauchsausweis,,B,Waghäuseler Str. 10d 10715 Berlin,"Eisenacher Str. 41, 10781 Berlin, Schöneberg (Schöneberg)"
"Helle, geräumige zwei Zimmer Wohnung in Berlin - Charlottenburg",https://www.immobilienscout24.de/expose/115718431,648 €,220 €,in Nebenkosten enthalten,868 €,1944,5 von 8,75 m²,01.04.2020,2,,1,True,1970,Modernisiert,Gehobene Qualität,Fernwärme,,liegt zur Besichtigung vor,,,,,"Angerburger Allee 27, 14055 Berlin, Charlottenburg (Charlottenburg)"
"1.500 €, 105 m², 4 Zimmer",https://www.immobilienscout24.de/expose/85940120,1.500 €,150 €,in Nebenkosten enthalten,1.600 €,,,105 m²,ab sofort,4,,,,2016,Neuwertig,Luxus,Fußbodenheizung,"Solar, Gas",liegt vor,Bedarfsausweis,"59,3 kWh/(m²*a)",,,"12355 Berlin, Rudow (Neukölln) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Erstbezug - Ruhige 2-Zimmer-Wohnung mit Sonnenterrasse und Garten,https://www.immobilienscout24.de/expose/114382996,945 €,150 €,in Nebenkosten enthalten,1.095 €,2835,1 von 3,"60,49 m²",01.03.2020,2,,1,True,2019,Erstbezug,Gehobene Qualität,Fußbodenheizung,Fernwärme,liegt vor,,,,,"12524 Berlin, Altglienicke (Treptow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"690 €, 35 m², 1 Zimmer",https://www.immobilienscout24.de/expose/115503414,690 €,keine Angabe,nicht in Nebenkosten enthalten,813 € (zzgl. Nebenkosten & Heizkosten),,,35 m²,,1,,,,,,,,,,,,,,"Manteuffelstraße 68, 10999 Berlin, Kreuzberg (Kreuzberg)"
Erstbezug in 4-Zimmerwohnung zur langfristigen Miete zwischen Mitte und Kreuzberg,https://www.immobilienscout24.de/expose/115162655,2.563 €,408 €,in Nebenkosten enthalten,2.971 €,,2 von 5,"116,5 m²",,4,3,2,True,2019,Erstbezug,Gehobene Qualität,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,66 kWh/(m²*a),B,G&E Property Invest GmbH Krausenstraße 37 10117 Berlin,"Stallschreiberstraße 27, 10179 Berlin, Kreuzberg (Kreuzberg)"
Neubau – ERSTBEZUG – 2-Zimmerwohnung in bester Lage – 2 OG,https://www.immobilienscout24.de/expose/115606148,1.020 €,180 €,in Nebenkosten enthalten,1.200 €,3 Kaltmieten,2 von 5,"48,65 m²",ab sofort,2,,1,True,2019,Erstbezug,Gehobene Qualität,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,,,,"Wilhelm-Caspar-Wegely-Platz 9, 10623 Berlin, Charlottenburg (Charlottenburg)"
"2-Zimmer-Wohnung mit Balkon in zentrale Lage in Berlin - Mitte, komplett möbliert (Löffelfertig)",https://www.immobilienscout24.de/expose/115159677,1.290 €,190 €,in Nebenkosten enthalten,1.480 €,2580,4 von 19,50 m²,26.01.2020,2,,1,True,1973,Modernisiert,Gehobene Qualität,Zentralheizung,Strom,liegt zur Besichtigung vor,,,,,"Leipziger Str 43, 10117 Berlin - Mitte, Mitte (Mitte)"
Ihr neues Zuhause auf 109qm in Berlin Pankow,https://www.immobilienscout24.de/expose/115023086,1.549 €,286 €,in Nebenkosten enthalten,1.835 €,5000,1 von 4,109 m²,01.03.2020,4,,2,True,2013,Neuwertig,Gehobene Qualität,Blockheizkraftwerke,,liegt vor,Verbrauchsausweis,,A,,"Körnerstraße 19, 13156 Berlin Pankow, Niederschönhausen (Pankow)"
Komplett sanierte großzügige 3 Zimmer Wohnung möbliert zu vermieten,https://www.immobilienscout24.de/expose/112509816,1.119 €,155 €,90 €,1.364 €,,1 von 3,"94,04 m²",sofort,3,1,1,True,1910,Erstbezug nach Sanierung,Gehobene Qualität,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,,HC&C Hotel- u. Hauscontrolling & Consulting GmbH,"Alt-Reinickendorf 34, 13407 Berlin, Reinickendorf (Reinickendorf)"
"Möbliertes 1-Zimmer-Apartment mit Pantryküche, ALL-IN-Miete (incl. Wlan, Strom, etc.)",https://www.immobilienscout24.de/expose/114818786,500 €,100 €,in Nebenkosten enthalten,600 €,1500,4 von 5,"16,27 m²",ab sofort,1,,1,,,,,Zentralheizung,,,,,,,"Einbecker Straße 78, 10315 Berlin, Friedrichsfelde (Lichtenberg)"
"Neubezug ab sofort: 1-3 Zimmer-Whg. inkl. EBK, Fussbodenheizung uvm. in Marienfelde (Tempelhof)",https://www.immobilienscout24.de/expose/114929774,494 €,"19,50 €",39 €,"552,50 €",1482,,26 m²,,1,1,1,True,2019,Erstbezug,Gehobene Qualität,Gas-Heizung,Gas,laut Gesetz nicht erforderlich,,,,ENCA Projekt- und Facilitymanagement GmbH,"Malteserstr. 148, 12277 Berlin, Marienfelde (Tempelhof)"
"Keine Maklergebühren ! Sehr schöne, geräumige zwei Zimmer Wohnung in Berlin-Köpenick. Kein Makler",https://www.immobilienscout24.de/expose/96920887,750 €,200 €,in Nebenkosten enthalten,950 €,,0 von 4,"60,72 m²",01.04.2020,2,1,1,True,2017,Neuwertig,Gehobene Qualität,Blockheizkraftwerke,Gas,liegt zur Besichtigung vor,,,,12555 Berlin,"Lindenstr. - Haus 2 - 28 B, 12555 Berlin-Köpenick, Köpenick (Köpenick)"
WOW! Topsanierte 2 -Zimmerwohnung (teilgewerblich) - Kottbusser Damm 8 Stflg.Rechts 3.mitte,https://www.immobilienscout24.de/expose/115858896,880 €,105 €,73 €,1.058 €,2640,3 von 6,81 m²,sofort,2,1,1,,1918,Gepflegt,Gehobene Qualität,Zentralheizung,,,,,,Blaczko GmbH & Co. KG . . . Berlin,"Kottbusser Damm 8, 10967 Berlin, Kreuzberg (Kreuzberg)"
"Helle, möblierte 2,5 Zimmer-wohnung mit Balkon und Einbauküche in Zehlendorf, Berlin",https://www.immobilienscout24.de/expose/115859054,"741,56 €",140 €,in Nebenkosten enthalten,"881,56 €",3 Kaltmieten,3 von 3,57 m²,ab sofort,"2,5",,1,True,,,,Zentralheizung,,,,,,,"14169 Berlin, Zehlendorf (Zehlendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
WIR HABEN NACHGEMESSEN - DIE WOHNUNG IST GROßARTIG,https://www.immobilienscout24.de/expose/115859777,"2.152,50 €",170 €,200 €,"2.522,50 €","6.457,50",0 von 2,"143,5 m²",nach Vereinbarung,5,4,2,True,2019,Erstbezug,Gehobene Qualität,Fernwärme,KWK fossil,liegt vor,Bedarfsausweis,51 kWh/(m²*a),B,STRABAG Residential Property Services GmbH Freiheit 6 13597 Berlin,"Bernerstrasse 9 b, 12205 Berlin, Lichterfelde (Steglitz)"
Stilvolle Altbau-Wohnung mit Balkon im grünen Westend,https://www.immobilienscout24.de/expose/115859655,"553,84 €",60 €,110 €,"723,84 €","1661,52",2 von 3,"69,23 m²",15.02.2020,"2,5",2,1,True,1928,Vollständig renoviert,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,,D,STRABAG Residential Property Services GmbH Freiheit 6 13597 Berlin,"Reichsstraße 66a, 14052 Berlin, Charlottenburg (Charlottenburg)"
Im Herzen Schönebergs zuhause. 2 Zimmer-Mietwohnung mit Ostbalkon,https://www.immobilienscout24.de/expose/115859835,"1.208,05 €","163,25 €","65,30 €","1.436,60 €",,1,"65,3 m²",01.04.2020,2,1,1,True,2020,Erstbezug,Gehobene Qualität,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,"55,6 kWh/(m²*a)",,Basis AG Immobilienberatung Kurfürstendamm 220 10719 Berlin,"10777 Berlin, Schöneberg (Schöneberg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Zwei-Zimmer Wohnung in Berlin mit Einbauküche und Garten, Reinickendorf",https://www.immobilienscout24.de/expose/115156280,420 €,60 €,50 €,530 €,1260,0 von 3,57 m²,15.02.2020,2,,1,,1911,Modernisiert,Normale Qualität,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,,,,"13403 Berlin, Reinickendorf (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Erstbezug in 3-Zimmer-Wohnung mit unverbautem Parkblick (Berlin Mitte),https://www.immobilienscout24.de/expose/115595249,1.710 €,350 €,nicht in Nebenkosten enthalten,2.060 € (zzgl. Heizkosten),3 Kaltmieten,4 von 4,"85,5 m²",ab sofort,3,,2,True,2019,Erstbezug,Gehobene Qualität,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,"62,2 kWh/(m²*a)",B,,"Stallschreiberstraße 25-28, 10179 Berlin, Mitte (Mitte)"
"Erstbezug: freundliche 3-Zimmer-Wohnung mit Balkon in Friedrichshain, Berlin",https://www.immobilienscout24.de/expose/114919142,1.520 €,"237,50 €",in Nebenkosten enthalten,"1.757,50 €",4000,1 von 5,95 m²,ab sofort,3,,1,True,2019,Erstbezug,,Fußbodenheizung,,liegt vor,,,,,"Erich-Nehlhans-Straße 21, 10247 Berlin, Friedrichshain (Friedrichshain)"
"bezaubernde 3-Zi-Maisonette-Wohnung, große Terrasse, sehr ruhig, 101 m²",https://www.immobilienscout24.de/expose/115709260,821 €,229 €,in Nebenkosten enthalten,1.050 €,2463,3 von 5,101 m²,ab sofort,3,,1,True,1915,Modernisiert,Gehobene Qualität,Fernwärme,Fernwärme,,,,,,"Brüderstraße 34, 13595 Berlin, Spandau (Spandau)"
Renovierte 3 Zi. mit 2 Balkon in der Nähe der Schönhauser Allee 15.02 13:00,https://www.immobilienscout24.de/expose/115713348,1.255 €,keine Angabe,nicht in Nebenkosten enthalten,1.440 € (zzgl. Nebenkosten & Heizkosten),,1,81 m²,,3,2,1,True,,Vollständig renoviert,Luxus,Zentralheizung,,,,,,Herbertstrasse 7 10827 Berlin,"Thulestraße 9, 13189 Berlin, Pankow (Pankow)"
"3 Zimmer Wohnung, Terrasse, kl. Garten und Wasserblick",https://www.immobilienscout24.de/expose/114946874,1.066 €,240 €,in Nebenkosten enthalten,1.306 €,3 MM,0 von 0,82 m²,10.01.2020,3,,1,True,1997,Erstbezug nach Sanierung,Gehobene Qualität,Zentralheizung,Fernwärme,liegt zur Besichtigung vor,,,,,"12557 Berlin, Köpenick (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Schöne, geräumige zwei Zimmer Wohnung in Berlin, Grünau (Köpenick)",https://www.immobilienscout24.de/expose/114920071,945 €,210 €,in Nebenkosten enthalten,1.155 €,3 Monatskaltmieten,3 von 3,"67,5 m²",,2,,1,True,2019,Erstbezug,Gehobene Qualität,,Fernwärme,liegt vor,,,,,"Relingstraße 34, 12527 Berlin-Grünau (Köpenick), Berlin"
Husemannstraße! Schöne 3 Zi. Altbauwohnung in Berlin !,https://www.immobilienscout24.de/expose/115267714,1.600 €,keine Angabe,keine Angabe,1.600 € (zzgl. Nebenkosten & Heizkosten),,2,94 m²,01.03.2020,3,,,True,,,,Etagenheizung,,,,,,,"10435 Berlin, Prenzlauer Berg (Prenzlauer Berg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
"Sonnendurchflutetes Loft mit Terrasse im Baudenkmal, 2 Zimmer",https://www.immobilienscout24.de/expose/115713494,1.300 €,250 €,in Nebenkosten enthalten,1.550 €,3 Nettokaltmieten,1 von 3,"102,21 m²",01.03.2020,2,,1,True,1871,Erstbezug nach Sanierung,Gehobene Qualität,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,64 kWh/(m²*a),B,,"Ottomar-Geschke-Straße 22, 12555 Berlin, Köpenick (Köpenick)"
Erstbezug: Schöne 2-Zimmer-Wohnung mit Einbauküche und Balkon in Berlin-Neukölln,https://www.immobilienscout24.de/expose/115714287,960 €,150 €,80 €,1.190 €,2880 €,1 von 4,60 m²,01.03.2020,2,,1,True,2020,Erstbezug,Gehobene Qualität,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,,,,"Kirchgasse 35, 12043 Berlin, Neukölln (Neukölln)"
Erstbezug: 2-Zimmer Dachgeschosswohnung in Pankow,https://www.immobilienscout24.de/expose/115599175,"1.047,50 €",148 €,nicht in Nebenkosten enthalten,"1.334,80 € (zzgl. Heizkosten)","3142,5",4 von 4,86 m²,sofort bzw. nach Vereinbarung,2,,1,,2019,Erstbezug,Gehobene Qualität,Etagenheizung,Gas,liegt vor,Bedarfsausweis,"189,2 kWh/(m²*a)",,Berlin,"Granitzstraße 6a, 13189 Berlin, Pankow (Pankow)"
"Repräsentative Räume eines Baudenkmals in Schöneberg, Nähe Innsbrucker Platz",https://www.immobilienscout24.de/expose/88653722,"1.570,65 €",200 €,inkl. 250 €,"2.020,65 €",4500.-,4 von 4,145 m²,sofort,4,,1,True,1911,Gepflegt,Gehobene Qualität,Zentralheizung,,,,,,Berlin,"Innsbrucker Strasse 37, 10825 Berlin, Schöneberg (Schöneberg)"
Schmucke Zweizimmerwohnung in ruhiger Seitenstraße,https://www.immobilienscout24.de/expose/39440671,522 €,80 €,inkl. 60 €,662 €,"3 Nettokaltmieten, Ratenzahlung möglich",0 von 3,"50,94 m²",01.04.2020,2,1,1,,1912,Saniert,Normale Qualität,Zentralheizung,Erdgas leicht,liegt vor,Bedarfsausweis,71 kWh/(m²*a),,,"Plönzeile 35, 12459 Berlin-Oberschöneweide, Oberschöneweide (Köpenick)"
Traumhafte 4-Zimmer-Wohnung Nahe Lietzensee,https://www.immobilienscout24.de/expose/111003945,2.900 €,380 €,in Nebenkosten enthalten,3.280 €,8700,5 von 6,"145,6 m²","ab 1.6.2020, ggf. früher",4,,2,True,2018,,Luxus,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,"53,2 kWh/(m²*a)",B,Suarezstr. 62 14057 Berlin,"Witzlebenstraße 1, 14057 Berlin, Charlottenburg (Charlottenburg)"
3 Zi Whg. mit Wintergarten und Wohnküche in sehr gepflegtem Haus,https://www.immobilienscout24.de/expose/115271033,1.090 €,200 €,in Nebenkosten enthalten,1.290 €,3 MKM,,"89,29 m²",,3,,,,,Modernisiert,Normale Qualität,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,,AMS Allgemeine Maklerservice GmbH,"Hechelstraße 14, 13403 Berlin, Reinickendorf (Reinickendorf)"
3 Zimmer Erstbezug * helles Dachgeschoss mit eigenem Garten,https://www.immobilienscout24.de/expose/115858801,1.154 €,262 €,65 €,1.481 €,3461 EUR,2 von 2,86 m²,nach Absprache,3,2,1,,2020,Erstbezug,,,Umweltwärme,liegt vor,Bedarfsausweis,17 kWh/(m²*a),,Inseriert auf ohne-makler.net,"Lanker Straße 8, 13125 Berlin, Karow (Weißensee)"
"Neuwertige 3-Zimmer-Wohnung mit Balkon und EBK in Oberschöneweide (Köpenick), Berlin",https://www.immobilienscout24.de/expose/115856994,"676,33 €","149,66 €",in Nebenkosten enthalten,"825,99 €","2028,99",4 von 5,"57,56 m²",,3,,1,True,2016,Neuwertig,Gehobene Qualität,Blockheizkraftwerke,Gas,liegt vor,Bedarfsausweis,,,,"Marienstraße 17a, 12459 Berlin, Oberschöneweide (Köpenick)"
3- Zimmer JohannisthalNiederschöneweide - Dachgeschoss Fahrstuhl Stellplatz,https://www.immobilienscout24.de/expose/115857919,"563,50 €",80 €,inkl. 140 €,"823,50 €",3 Nettomieten,4 von 4,"62,24 m²",1. März 2020,3,1,1,,2004,Gepflegt,Normale Qualität,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,,,LAND & RAUM IMMOBILIEN Schleusenweg 9 14532 Stahnsdorf,"12487 Berlin, Johannisthal (Treptow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Das perfekte Nest für Zwei,https://www.immobilienscout24.de/expose/115857916,"477,66 €","192,04 €","inkl. 80,59 €","669,70 €","Kaution: 1.432,00 EUR",2,"57,24 m²",30.04.2020,2,,,True,1929,Modernisiert,,Fernwärme,Gas,,,,,Deutsche Wohnen Gruppe,"Buschallee 95, 13088 Berlin, Weißensee (Weißensee)"
Unverbauter Blick. Erstbezug.,https://www.immobilienscout24.de/expose/115858053,"801,30 €","94,27 €","53,68 €","949,25 €",2403.9,,"47,14 m²",sofort,2,,,,2020,Erstbezug,Gehobene Qualität,,Fernwärme,,Bedarfsausweis,30 kWh/(m²*a),,BUWOG Immobilien Treuhand GmbH Rankestraße 21 10789 Berlin,"Rosenfelder Ring 162, 10315 _, Friedrichsfelde (Lichtenberg)"
Modernisiert mit EBK Nähe Potsdamer Platz!,https://www.immobilienscout24.de/expose/115857853,697 €,193 €,in Nebenkosten enthalten,890 €,2091,5 von 9,49 m²,sofort,2,,,,1968,,,,Fernwärme,liegt vor,Verbrauchsausweis,,,Hausverwaltung Optima GmbH,"Stresemannstraße 72, 10963 Berlin, Kreuzberg (Kreuzberg)"
Frei sein. Erstbezug.,https://www.immobilienscout24.de/expose/115858050,"848,81 €","99,86 €","57,16 €","1.005,83 €",2546.43,,"49,93 m²",sofort,2,,,,2020,Erstbezug,Gehobene Qualität,,Fernwärme,,Bedarfsausweis,30 kWh/(m²*a),,BUWOG Immobilien Treuhand GmbH Rankestraße 21 10789 Berlin,"Rosenfelder Ring 162, 10315 _, Friedrichsfelde (Lichtenberg)"
