straße,bezirk,wohnlage_einstufung,gebietsstand,hausnummer,buchstabe,lage_im_stadtgebiet,ortsteil
Jochemplatz,StZe,mittel *,2,2,2,2,2
Jochen-Nüßler-Straße,Neuk,mittel,1,0,1,1,0
Johann-Ewald-Weg,Span,gut,1,0,1,1,1
Johann-Georg-Straße,ChWi,gut,25,25,25,25,25
Johann-Georg-Straße,ChWi,gut *,1,1,1,1,1
Johann-Hittorf-Straße,TrKö,einfach,1,0,1,1,1
Johann-Jacob-Baeyer-Straße,TrKö,einfach,1,0,1,1,1
Johann-Jacob-Engel-Straße,Lich,einfach,1,0,1,1,1
Johann-Landefeldt-Straße,Span,mittel,105,105,105,105,105
Johann-Landefeldt-Straße,Span,mittel *,1,1,1,1,1
Johann-Sigismund-Straße,ChWi,gut,14,14,14,14,14
Johann-Sigismund-Straße,ChWi,gut *,5,5,5,5,5
Johanna-Hofer-Straße,Lich,mittel,1,0,1,1,1
Johanna-Spyri-Weg,StZe,mittel,1,0,1,1,1
Johanna-Stegen-Straße,StZe,gut,16,16,16,16,16
Johanna-Stegen-Straße,StZe,mittel,12,12,12,12,12
Johanna-Stegen-Straße,StZe,mittel *,1,1,1,1,1
Johanna-Tesch-Straße,TrKö,einfach,1,0,1,1,1
Johannaplatz,ChWi,gut,1,0,1,1,1
Johannastraße,Span,einfach,102,102,102,102,102
Johannastraße,Span,einfach *,2,2,2,2,2
Johannes-Bobrowski-Straße,MaHe,mittel,1,0,1,1,1
Johannes-Guthmann-Weg,Span,mittel,55,55,55,55,55
Johannes-Guthmann-Weg,Span,mittel *,2,2,2,2,2
Johannes-Itten-Straße,Pank,einfach,1,0,1,1,1
Johannes-Kraaz-Straße,TrKö,einfach,1,0,1,1,1
Johannes-Kupke-Straße,Pank,mittel,1,0,1,1,1
Johannes-Niemeyer-Weg,StZe,mittel,1,0,1,1,1
Johannes-Sasse-Ring,TrKö,einfach,9,9,9,9,9
Johannes-Sasse-Ring,TrKö,einfach *,59,59,59,59,59
Johannes-Tobei-Straße,TrKö,mittel,1,0,1,1,1
Johannes-Werner-Straße,TrKö,mittel *,1,0,1,1,1
Johannes-Zoschke-Straße,Lich,mittel,1,0,1,1,1
Johanneskirchplatz,StZe,gut,1,0,1,1,1
Johannesstraße,StZe,gut,1,0,1,1,1
Johannisberger Straße,ChWi,gut,69,69,69,69,69
Johannisberger Straße,ChWi,gut *,3,3,3,3,3
Johannisburger Allee,ChWi,gut,1,0,1,1,1
Johannisburger Weg,Span,mittel,1,0,1,1,1
Johanniskrautweg,Pank,einfach,1,0,1,1,1
Johannisstraße,Mitt,mittel,17,17,17,17,17
Johannisstraße,Mitt,mittel *,3,3,3,3,3
Johannisthaler Chaussee,Neuk,einfach,68,68,68,68,0
Johannisthaler Chaussee,Neuk,einfach *,234,234,234,234,0
Johannisthaler Chaussee,Neuk,einfach*,26,26,26,26,0
Johannisthaler Chaussee,Neuk,mittel,24,24,24,24,0
Johannisthaler Chaussee,Neuk,mittel *,153,153,153,153,0
Johannisthaler Chaussee,Neuk,mittel*,4,4,4,4,0
Johannisthaler Chaussee,TrKö,einfach,25,25,25,25,25
Johannisthaler Chaussee,TrKö,einfach *,103,103,103,103,103
Johannisthaler Chaussee,TrKö,einfach*,1,1,1,1,1
Johanniterstraße,FrKr,mittel,29,29,29,29,29
Johanniterstraße,FrKr,mittel *,8,8,8,8,8
John-Foster-Dulles-Allee,Mitt,mittel,1,0,1,1,1
John-Heartfield-Straße,MaHe,mittel,1,0,1,1,1
John-Locke-Straße,TSch,einfach,17,17,17,17,17
John-Locke-Straße,TSch,mittel,78,78,78,78,78
John-Schehr-Straße,Pank,mittel,132,132,132,132,132
John-Schehr-Straße,Pank,mittel *,5,5,5,5,5
John-Sieg-Straße,Lich,einfach,1,0,1,1,1
Jollenseglerstraße,FrKr,gut,1,0,1,1,1
Jonasstraße,Mitt,einfach,7,7,7,7,7
Jonasstraße,Mitt,einfach *,1,1,1,1,1
Jonasstraße,Neuk,einfach,65,65,65,65,0
Jonasstraße,Neuk,einfach *,4,4,4,4,0
Jonathanweg,MaHe,einfach *,1,0,1,1,1
Jordanstraße,Span,einfach,62,62,62,62,62
Jordanstraße,Span,einfach *,1,1,1,1,1
Jordanstraße,TrKö,einfach,1,0,1,1,1
Josef-Höhn-Straße,Lich,mittel,1,0,1,1,1
Josef-Nawrocki-Straße,TrKö,gut,76,76,76,76,76
Josef-Nawrocki-Straße,TrKö,gut *,2,2,2,2,2
Josef-Orlopp-Straße,Lich,einfach,16,16,16,16,16
Josef-Orlopp-Straße,Lich,einfach *,131,131,131,131,131
Josef-Orlopp-Straße,Lich,mittel,5,5,5,5,5
Josef-Orlopp-Straße,Lich,mittel *,20,20,20,20,20
Joseph-Haydn-Straße,Mitt,mittel*,1,0,1,1,1
Joseph-Schmidt-Straße,Neuk,einfach,36,36,36,36,0
Joseph-Schmidt-Straße,Neuk,einfach *,5,5,5,5,0
Joseph-von-Eichendorff-Gasse,Mitt,gut,1,0,1,1,1
Jostweg,Rein,gut,28,28,28,28,28
Jostweg,Rein,gut *,2,2,2,2,2
Jubiläumsapfelweg,Pank,einfach *,1,0,1,1,1
Juchaczweg,Neuk,einfach,20,20,20,20,0
Juchaczweg,Neuk,einfach *,2,2,2,2,0
Judith-Auer-Straße,Lich,einfach,18,18,18,18,18
Judith-Auer-Straße,Lich,einfach *,2,2,2,2,2
Jugendweg,Span,einfach,14,14,14,14,14
Jugendweg,Span,einfach *,1,1,1,1,1
Jugenheimer Weg,StZe,gut,1,0,1,1,1
Juister Weg,ChWi,gut,1,0,1,1,1
Jules-Verne-Straße,Span,mittel,180,180,180,180,180
Jules-Verne-Straße,Span,mittel *,6,6,6,6,6
Julie-Wolfthorn-Straße,Mitt,mittel *,1,0,1,1,1
Julierstraße,Rein,einfach *,1,0,1,1,1
Julius-Hart-Straße,TrKö,gut,8,8,8,8,8
Julius-Hart-Straße,TrKö,mittel,6,6,6,6,6
Julius-Meyen-Straße,Lich,einfach,1,0,1,1,1
Juliushof,Neuk,einfach *,1,0,1,1,0
Juliusstraße,Neuk,einfach,63,63,63,63,0
Juliusstraße,Neuk,einfach *,6,6,6,6,0
Jungbornstraße,Pank,mittel,156,156,156,156,156
Jungbornstraße,Pank,mittel *,1,1,1,1,1
Jungfernheideweg,ChWi,einfach,17,17,17,17,17
Jungfernheideweg,ChWi,mittel,21,21,21,21,21
Jungfernheideweg,Span,einfach,68,68,68,68,68
Jungfernheideweg,Span,mittel,7,7,7,7,7
Jungfernsteg,TrKö,einfach,1,0,1,1,1
Jungfernsteig,Span,einfach,1,1,1,1,1
Jungfernsteig,Span,einfach *,3,3,3,3,3
Jungfernstieg,StZe,gut,26,26,26,26,26
Jungfernstieg,StZe,gut *,11,11,11,11,11
Jungfernstieg,StZe,gut*,2,2,2,2,2
Jungstraße,FrKr,mittel,39,39,39,39,39
Jungstraße,FrKr,mittel *,3,3,3,3,3
Junikäferweg,Span,einfach,1,0,1,1,1
Junker-Jörg-Straße,Lich,gut,1,0,1,1,1
Junostraße,Rein,mittel,1,0,1,1,1
Jupiterstraße,Neuk,einfach,42,42,42,42,0
Jupiterstraße,Neuk,einfach *,1,1,1,1,0
Jupiterstraße,Rein,einfach *,1,0,1,1,1
Jurek-Becker-Straße,MaHe,einfach,1,0,1,1,1
Justus-von-Liebig-Straße,TrKö,einfach,1,0,1,1,1
Jutta-Langenau-Straße,Lich,einfach,50,50,50,50,50
Jutta-Langenau-Straße,Lich,einfach *,1,1,1,1,1
Juttastraße,StZe,gut,1,0,1,1,1
Jägerallee,Span,gut,17,17,17,17,17
Jägerallee,Span,mittel,6,6,6,6,6
Jägerndorfer Zeile,StZe,gut,132,132,132,132,132
Jägerndorfer Zeile,StZe,gut *,1,1,1,1,1
Jägerstraße,MaHe,einfach,39,39,39,39,39
Jägerstraße,MaHe,einfach *,2,2,2,2,2
Jägerstraße,MaHe,mittel,33,33,33,33,33
Jägerstraße,Mitt,gut,64,64,64,64,64
Jägerstraße,Mitt,gut *,5,5,5,5,5
Jägerstraße,Span,einfach,43,43,43,43,43
Jägerstraße,Span,einfach *,5,5,5,5,5
Jägerstraße,StZe,gut,39,39,39,39,39
Jägerstraße,StZe,gut *,1,1,1,1,1
Jägerstraße,StZe,mittel,1,1,1,1,1
Jägerstraße (Bohnd),TrKö,einfach,1,0,1,1,1
Jägerstraße (Köpen),TrKö,mittel,1,0,1,1,1
Jägerweg,Rein,mittel,1,0,1,1,1
Jänickendorfer Weg,Span,einfach,1,0,1,1,1
Jänickestraße,StZe,gut,168,168,168,168,168
Jänickestraße,StZe,gut *,2,2,2,2,2
Jänickestraße,StZe,mittel,90,90,90,90,90
Jänschwalder Straße,MaHe,mittel,1,0,1,1,1
Jörsstraße,Rein,mittel,1,0,1,1,1
Jötunsteig,Pank,mittel,1,0,1,1,1
Jüdenstraße,Mitt,mittel,1,1,1,1,1
Jüdenstraße,Mitt,mittel *,9,9,9,9,9
Jüdenstraße,Span,einfach,76,76,76,76,76
Jüdenstraße,Span,einfach *,16,16,16,16,16
Jülicher Straße,Mitt,einfach,27,27,27,27,27
Jülicher Straße,Mitt,einfach *,3,3,3,3,3
Jürgen-Schramm-Straße,Span,mittel,49,49,49,49,49
Jürgen-Schramm-Straße,Span,mittel *,1,1,1,1,1
Jüterboger Straße,FrKr,mittel,9,9,9,9,9
Jüterboger Straße,FrKr,mittel *,1,1,1,1,1
KGA Albrechtshöhe,TSch,einfach,1,0,1,1,1
KGA Am Freibad,TrKö,einfach,1,0,1,1,1
KGA Am Kurpark,TrKö,mittel,1,0,1,1,1
KGA Baumgarteninsel,TrKö,mittel,1,0,1,1,1
KGA Biesenhorst II,Lich,mittel,1,0,1,1,1
KGA Blockdamm,Lich,gut,48,48,48,48,48
KGA Blockdamm,Lich,gut*,3,3,3,3,3
KGA Erholung,TSch,mittel,1,0,1,1,1
KGA Gartenfreunde Wuhlheide,Lich,mittel,1,0,1,1,1
KGA Gesundheitsquell,Pank,einfach,115,115,115,115,115
KGA Gesundheitsquell,Pank,mittel,18,18,18,18,18
KGA Glienicker Straße,TrKö,einfach *,1,0,1,1,1
KGA Grünau,TrKö,mittel *,1,0,1,1,1
KGA Grüne Aue,TrKö,einfach,205,205,205,205,205
KGA Grüne Aue,TrKö,einfach *,19,19,19,19,19
KGA Langes Höhe,Lich,einfach,50,50,50,50,50
KGA Langes Höhe,Lich,einfach *,78,78,78,78,78
KGA Mühlenwiese-Finkenheerd,TrKö,einfach,1,0,1,1,1
KGA Oberspree,TrKö,einfach,165,165,165,165,165
KGA Oberspree,TrKö,einfach *,3,3,3,3,3
KGA Rheinstein Straße 2,Lich,mittel,1,0,1,1,1
KGA Rheinstein Straße 3,Lich,mittel,1,0,1,1,1
KGA Rheinstein Straße 4,Lich,mittel,1,0,1,1,1
KGA Rheinstein Verl. Wiesengrundstraße,Lich,mittel,1,0,1,1,1
KGA Scherbeneck,Mitt,einfach,1,0,1,1,1
KGA Siedlung am Walde,TrKö,einfach,39,39,39,39,39
KGA Siedlung am Walde,TrKö,mittel,47,47,47,47,47
KGA Spreewiesen,TrKö,einfach,1,0,1,1,1
KGA Teltowkanal III,TrKö,mittel,25,25,25,25,25
KGA Teltowkanal III,TrKö,mittel *,110,110,110,110,110
KGA Wiesengrund,TrKö,mittel,1,0,1,1,1
KGA Wilhelmstrand,TrKö,einfach,319,319,319,319,319
KGA Wilhelmstrand,TrKö,einfach *,4,4,4,4,4
Kabelitzweg,Pank,mittel,1,0,1,1,1
Kabelpfuhlweg,Neuk,einfach,1,0,1,1,0
Kablower Weg,TrKö,einfach,66,66,66,66,66
Kablower Weg,TrKö,einfach *,99,99,99,99,99
KablowerWeg,TrKö,einfach,1,1,1,1,1
Kadettenweg,StZe,gut,168,168,168,168,168
Kadettenweg,StZe,gut *,1,1,1,1,1
Kadiner Straße,FrKr,mittel,22,22,22,22,22
Kadiner Straße,FrKr,mittel *,1,1,1,1,1
Kafkastraße,Span,mittel,1,0,1,1,1
Kageler Weg,TrKö,einfach,46,46,46,46,46
Kageler Weg,TrKö,einfach *,6,6,6,6,6
Kahlstraße,ChWi,mittel,25,25,25,25,25
Kahlstraße,ChWi,mittel *,25,25,25,25,25
Kainzstraße,MaHe,mittel,1,0,1,1,1
Kaiser-Friedrich-Straße,ChWi,gut *,19,19,19,19,19
Kaiser-Friedrich-Straße,ChWi,mittel *,87,87,87,87,87
Kaiser-Wilhelm-Platz,TSch,mittel *,1,0,1,1,1
Kaiser-Wilhelm-Straße,StZe,gut *,15,15,15,15,15
Kaiser-Wilhelm-Straße,StZe,mittel,16,16,16,16,16
Kaiser-Wilhelm-Straße,StZe,mittel *,223,223,223,223,223
Kaiser-Wilhelm-Straße,StZe,mittel*,3,3,3,3,3
Kaiserallee,TSch,einfach,36,36,36,36,36
Kaiserallee,TSch,einfach *,2,2,2,2,2
Kaiserallee,TSch,mittel,39,39,39,39,39
Kaiserallee,TSch,mittel *,2,2,2,2,2
Kaiserdamm,ChWi,gut,1,1,1,1,1
Kaiserdamm,ChWi,gut *,92,92,92,92,92
Kaiserdamm,ChWi,mittel *,25,25,25,25,25
Kaiserin-Augusta-Allee,ChWi,einfach,2,2,2,2,2
Kaiserin-Augusta-Allee,ChWi,einfach *,14,14,14,14,14
Kaiserin-Augusta-Allee,ChWi,mittel,1,1,1,1,1
Kaiserin-Augusta-Allee,ChWi,mittel *,19,19,19,19,19
Kaiserin-Augusta-Allee,Mitt,einfach,4,4,4,4,4
Kaiserin-Augusta-Allee,Mitt,einfach *,43,43,43,43,43
Kaiserin-Augusta-Allee,Mitt,einfach*,1,1,1,1,1
Kaiserin-Augusta-Straße,TSch,mittel,74,74,74,74,74
Kaiserin-Augusta-Straße,TSch,mittel *,12,12,12,12,12
Kaiserkorso,TSch,mittel,154,154,154,154,154
Kaiserkorso,TSch,mittel *,1,1,1,1,1
Kaiserkronenweg,MaHe,mittel,1,0,1,1,1
Kaiserstraße,Span,mittel,82,82,82,82,82
Kaiserstraße,Span,mittel *,1,1,1,1,1
Kaiserstraße,TSch,einfach *,12,12,12,12,12
Kaiserstraße,TSch,mittel,1,1,1,1,1
Kaiserstraße,TSch,mittel *,132,132,132,132,132
Kaiserstraße (Lifel),StZe,mittel,1,0,1,1,1
Kaiserstraße (Wanns),StZe,gut,1,0,1,1,1
Kaiserstuhlstraße,StZe,gut,1,0,1,1,1
Kaiserswerther Straße,StZe,gut,24,24,24,24,24
Kaiserswerther Straße,StZe,gut *,1,1,1,1,1
Kalckreuthstraße,TSch,mittel,16,16,16,16,16
Kalckreuthstraße,TSch,mittel *,3,3,3,3,3
Kalischer Straße,ChWi,mittel,14,14,14,14,14
Kalischer Straße,ChWi,mittel *,27,27,27,27,27
Kalkbergeweg,TrKö,einfach,176,176,176,176,176
Kalkbergeweg,TrKö,einfach *,11,11,11,11,11
Kalker Straße,TrKö,mittel,28,28,28,28,28
Kalker Straße,TrKö,mittel *,2,2,2,2,2
Kalkhorster Straße,ChWi,mittel *,1,0,1,1,1
Kalkscheunenstraße,Mitt,mittel,1,0,1,1,1
Kalkseestraße,TrKö,gut,1,1,1,1,1
Kalkseestraße,TrKö,mittel,37,37,37,37,37
Kalkseestraße,TrKö,mittel *,1,1,1,1,1
Kalksteinweg,Neuk,einfach,58,58,58,58,0
Kalksteinweg,Neuk,mittel,86,86,86,86,0
Kallbacher Straße,TrKö,mittel,1,0,1,1,1
Kalmusweg,Neuk,mittel,1,0,1,1,0
Kalvinistenweg,Pank,mittel,110,110,110,110,110
Kalvinistenweg,Pank,mittel *,2,2,2,2,2
Kambergstraße,TSch,mittel,17,17,17,17,17
Kambergstraße,TSch,mittel *,1,1,1,1,1
Kamekestraße,Rein,einfach,4,4,4,4,4
Kamekestraße,Rein,einfach *,12,12,12,12,12
Kamener Weg,Rein,mittel,92,92,92,92,92
Kamener Weg,Rein,mittel *,2,2,2,2,2
Kamenzer Damm,StZe,mittel,3,3,3,3,3
Kamenzer Damm,StZe,mittel *,81,81,81,81,81
Kameradenweg,StZe,gut,75,75,75,75,75
Kameradenweg,StZe,gut *,3,3,3,3,3
Kameruner Straße,Mitt,einfach,56,56,56,56,56
Kameruner Straße,Mitt,einfach *,2,2,2,2,2
Kamillenstraße,StZe,gut,68,68,68,68,68
Kamillenstraße,StZe,gut *,15,15,15,15,15
Kammerstraße,Span,einfach,1,0,1,1,1
Kammgasse,Rein,gut,1,0,1,1,1
Kamminer Straße,ChWi,mittel,34,34,34,34,34
Kamminer Straße,ChWi,mittel *,3,3,3,3,3
Kampferweg,Pank,einfach,1,0,1,1,1
Kampweg,Rein,mittel,1,0,1,1,1
Kanalstraße,Neuk,einfach,11,11,11,11,0
Kanalstraße,Neuk,mittel,204,204,204,204,0
Kanalstraße,Neuk,mittel *,11,11,11,11,0
Kanalstraße,Span,einfach,7,7,7,7,7
Kanalstraße,Span,mittel,5,5,5,5,5
Kanalstraße,TrKö,mittel,1,0,1,1,1
Kandeler Weg,Span,einfach,1,0,1,1,1
Kandertaler Weg,Pank,mittel,1,0,1,1,1
Kanner Straße,Neuk,einfach,1,0,1,1,0
Kantapfelweg,Pank,einfach *,1,0,1,1,1
Kantstraße,ChWi,gut *,102,102,102,102,102
Kantstraße,ChWi,mittel,3,3,3,3,3
Kantstraße,ChWi,mittel *,57,57,57,57,57
Kantstraße,StZe,gut,20,20,20,20,20
Kantstraße,StZe,gut *,1,1,1,1,1
Kanutenweg,TrKö,gut,1,0,1,1,1
Kanzlerweg,TSch,mittel,1,0,1,1,1
Kanzowstraße,Pank,gut,9,9,9,9,9
Kanzowstraße,Pank,gut *,8,8,8,8,8
Kanzowstraße,Pank,mittel *,1,1,1,1,1
Kapaunenstraße,Neuk,einfach,134,134,134,134,0
Kapaunenstraße,Neuk,mittel,38,38,38,38,0
Kapelle-Ufer,Mitt,gut *,1,0,1,1,1
Kapellensteig,Span,einfach,2,2,2,2,2
Kapellensteig,Span,einfach *,2,2,2,2,2
Kapellenweg,Pank,einfach,1,0,1,1,1
Kappenstraße,Neuk,mittel,1,0,1,1,0
Kapsperlingweg,Pank,einfach *,11,11,11,11,11
Kapsperlingweg,Pank,mittel *,22,22,22,22,22
Kapuzenzeisigweg,Pank,mittel *,1,0,1,1,1
Kapverdenweg,Span,mittel,1,0,1,1,1
Kapweg,Mitt,einfach *,5,5,5,5,5
Kapweg,Rein,einfach *,1,1,1,1,1
Karestraße,Pank,mittel *,1,0,1,1,1
Karl-Egon-Straße,Lich,gut,1,0,1,1,1
Karl-Elsasser-Straße,Neuk,einfach,38,38,38,38,0
Karl-Elsasser-Straße,Neuk,einfach*,1,1,1,1,0
Karl-Fischer-Weg,StZe,mittel,14,14,14,14,14
Karl-Fischer-Weg,StZe,mittel *,13,13,13,13,13
Karl-Frank-Straße,TrKö,gut,1,0,1,1,1
Karl-Heinrich-Ulrichs-Straße,Mitt,mittel,1,1,1,1,1
Karl-Heinrich-Ulrichs-Straße,Mitt,mittel *,9,9,9,9,9
Karl-Heinrich-Ulrichs-Straße,TSch,mittel *,22,22,22,22,22
Karl-Hofer-Straße,StZe,gut,1,0,1,1,1
Karl-Holtz-Straße,MaHe,mittel,1,0,1,1,1
Karl-Kunger-Straße,TrKö,einfach,50,50,50,50,50
Karl-Kunger-Straße,TrKö,einfach *,19,19,19,19,19
Karl-Lade-Straße,Lich,einfach,13,13,13,13,13
Karl-Lade-Straße,Lich,einfach *,60,60,60,60,60
Karl-Lade-Straße,Lich,mittel,1,1,1,1,1
Karl-Liebknecht-Straße,Mitt,gut *,7,7,7,7,7
Karl-Liebknecht-Straße,Mitt,mittel *,53,53,53,53,53
Karl-Marx-Allee,FrKr,mittel,4,4,4,4,4
Karl-Marx-Allee,FrKr,mittel *,137,137,137,137,137
Karl-Marx-Allee,FrKr,mittel*,37,37,37,37,37
Karl-Marx-Allee,Mitt,mittel,3,3,3,3,3
Karl-Marx-Allee,Mitt,mittel *,87,87,87,87,87
Karl-Marx-Platz,Neuk,einfach,36,36,36,36,0
Karl-Marx-Platz,Neuk,einfach *,1,1,1,1,0
Karl-Marx-Straße,Neuk,einfach,7,7,7,7,0
Karl-Marx-Straße,Neuk,einfach *,540,540,540,540,0
Karl-Marx-Straße,Neuk,einfach*,11,11,11,11,0
Karl-Pokern-Straße,TrKö,gut,1,0,1,1,1
Karl-Schrader-Straße,TSch,mittel,1,0,1,1,1
Karl-Stieler-Straße,StZe,gut,17,17,17,17,17
Karl-Stieler-Straße,StZe,mittel,4,4,4,4,4
Karl-Vesper-Straße,Lich,einfach,3,3,3,3,3
Karl-Vesper-Straße,Lich,einfach *,5,5,5,5,5
Karl-Wilker-Straße,Lich,mittel,36,36,36,36,36
Karl-Wilker-Straße,Lich,mittel *,1,1,1,1,1
Karl-Ziegler-Straße,TrKö,einfach,4,4,4,4,4
Karl-Ziegler-Straße,TrKö,einfach *,9,9,9,9,9
Karlinekenweg,Pank,einfach,39,39,39,39,39
Karlinekenweg,Pank,einfach *,18,18,18,18,18
Karlplatz,Mitt,gut *,1,0,1,1,1
Karlsbader Straße,ChWi,gut,17,17,17,17,17
Karlsbader Straße,ChWi,gut *,1,1,1,1,1
Karlsbergallee,Span,gut,1,0,1,1,1
Karlsburger Weg,MaHe,einfach,1,0,1,1,1
Karlsgartenstraße,Neuk,einfach,20,20,20,20,0
Karlsgartenstraße,Neuk,einfach *,2,2,2,2,0
Karlshafener Straße,MaHe,mittel,111,111,111,111,111
Karlshafener Straße,MaHe,mittel *,1,1,1,1,1
Karlshorster Straße,TrKö,einfach *,1,0,1,1,1
Karlshöhe,Pank,mittel,116,116,116,116,116
Karlshöhe,Pank,mittel *,4,4,4,4,4
Karlsruher Straße,ChWi,gut,27,27,27,27,27
Karlsruher Straße,ChWi,gut *,6,6,6,6,6
Karlsruher Straße,MaHe,mittel,1,0,1,1,1
Karlstadter Straße,Pank,mittel,68,68,68,68,68
Karlstadter Straße,Pank,mittel *,10,10,10,10,10
Karlstraße,TSch,mittel,1,0,1,1,1
Karlstraße (Bohnd),TrKö,einfach,1,0,1,1,1
Karlstraße (Kauld),MaHe,mittel,32,32,32,32,32
Karlstraße (Kauld),MaHe,mittel *,4,4,4,4,4
Karlstraße (Köpen),TrKö,mittel,90,90,90,90,90
Karlstraße (Köpen),TrKö,mittel *,1,1,1,1,1
Karlstraße (Mahld),MaHe,einfach,25,25,25,25,25
Karlstraße (Mahld),MaHe,mittel,4,4,4,4,4
Karmeliterweg,Rein,gut,231,231,231,231,231
Karmeliterweg,Rein,gut *,1,1,1,1,1
Karolinenhofweg,TrKö,einfach,40,40,40,40,40
Karolinenhofweg,TrKö,mittel,95,95,95,95,95
Karolinenhofweg,TrKö,mittel *,3,3,3,3,3
Karolinenstraße,Rein,gut,4,4,4,4,4
Karolinenstraße,Rein,gut *,8,8,8,8,8
Karolinenstraße,Rein,gut*,6,6,6,6,6
Karolinenstraße,Rein,mittel *,2,2,2,2,2
Karolinenstraße,StZe,gut,1,0,1,1,1
Karolingerplatz,ChWi,gut,1,0,1,1,1
Karower Chaussee,Pank,einfach,63,63,63,63,63
Karower Chaussee,Pank,einfach *,133,133,133,133,133
Karower Chaussee,Pank,mittel *,18,18,18,18,18
Karower Damm,Pank,mittel,3,3,3,3,3
Karower Damm,Pank,mittel *,63,63,63,63,63
Karower Straße (Buch),Pank,einfach,15,15,15,15,15
Karower Straße (Buch),Pank,einfach*,2,2,2,2,2
Karower Straße (Buch),Pank,mittel,1,1,1,1,1
Karower Straße (Buch),Pank,mittel*,1,1,1,1,1
Karower Straße (Nieds),Pank,mittel,1,0,1,1,1
Karpfenteichstraße,TrKö,mittel,5,5,5,5,5
Karpfenteichstraße,TrKö,mittel *,14,14,14,14,14
Kartoffelsteig,Pank,einfach,1,0,1,1,1
Karutzseeweg,TrKö,gut,1,0,1,1,1
Karwendelstraße,StZe,gut,68,68,68,68,68
Karwendelstraße,StZe,gut *,23,23,23,23,23
Karwitzer Pfad,Rein,mittel,1,0,1,1,1
Kasinoweg,Rein,gut,13,13,13,13,13
Kasinoweg,Rein,gut *,1,1,1,1,1
Kaskelstraße,Lich,mittel,94,94,94,94,94
Kaskelstraße,Lich,mittel *,7,7,7,7,7
Kasperstraße,TrKö,mittel,74,74,74,74,74
Kasperstraße,TrKö,mittel *,3,3,3,3,3
Kastanienallee,ChWi,gut,36,36,36,36,36
Kastanienallee,ChWi,gut *,4,4,4,4,4
Kastanienallee,Mitt,gut,2,2,2,2,2
Kastanienallee,Mitt,gut *,34,34,34,34,34
Kastanienallee,TrKö,gut,1,0,1,1,1
Kastanienallee (Blanb),Pank,mittel,1,0,1,1,1
Kastanienallee (Helld),MaHe,einfach,15,15,15,15,15
Kastanienallee (Helld),MaHe,mittel,245,245,245,245,245
Kastanienallee (Helld),MaHe,mittel *,2,2,2,2,2
Kastanienallee (Mahld),MaHe,mittel,17,17,17,17,17
Kastanienallee (Mahld),MaHe,mittel *,2,2,2,2,2
Kastanienallee (Prenz),Pank,gut,1,1,1,1,1
Kastanienallee (Prenz),Pank,gut *,69,69,69,69,69
Kastanienallee (Roset),Pank,einfach,19,19,19,19,19
Kastanienallee (Roset),Pank,einfach *,37,37,37,37,37
Kastanienallee (Roset),Pank,einfach*,4,4,4,4,4
Kastanienallee (Roset),Pank,mittel,33,33,33,33,33
Kastanienallee (Roset),Pank,mittel *,38,38,38,38,38
Kastanienallee (Roset),Pank,mittel*,1,1,1,1,1
Kastanienstraße,StZe,gut,1,0,1,1,1
Kastanienweg,Span,mittel,1,0,1,1,1
Katharina-Boll-Dornberger-Straße,TrKö,einfach,1,0,1,1,1
Katharina-Heinroth-Ufer,Mitt,gut,2,2,2,2,2
Katharina-Heinroth-Ufer,Mitt,mittel,1,1,1,1,1
Katharina-Paulus-Straße,Mitt,mittel *,1,0,1,1,1
Katharinenstraße,ChWi,gut,27,27,27,27,27
Katharinenstraße,ChWi,gut *,1,1,1,1,1
Katharinenstraße,StZe,gut,62,62,62,62,62
Katharinenstraße,StZe,gut *,1,1,1,1,1
Kattegatstraße,Mitt,einfach,44,44,44,44,44
Kattegatstraße,Mitt,einfach *,2,2,2,2,2
Kattenstraße,TrKö,mittel,1,0,1,1,1
Katteweg,StZe,gut,60,60,60,60,60
Katteweg,StZe,gut *,7,7,7,7,7
Kattfußstraße,Span,mittel,1,0,1,1,1
Kattowitzer Straße,Pank,mittel,1,0,1,1,1
Katzbachstraße,FrKr,einfach *,9,9,9,9,9
Katzbachstraße,FrKr,mittel *,31,31,31,31,31
Katzengraben,TrKö,mittel,1,0,1,1,1
Katzensteg,Rein,gut,1,0,1,1,1
Katzlerstraße,TSch,einfach,12,12,12,12,12
Katzlerstraße,TSch,einfach *,6,6,6,6,6
Katzsteinweg,Pank,einfach,1,0,1,1,1
Katzwanger Steig,Span,gut,9,9,9,9,9
Katzwanger Steig,Span,mittel,60,60,60,60,60
Kaubstraße,ChWi,mittel,8,8,8,8,8
Kaubstraße,ChWi,mittel *,1,1,1,1,1
Kaulbachstraße,MaHe,einfach,1,0,1,1,1
Kaulbachstraße,StZe,gut,109,109,109,109,109
Kaulbachstraße,StZe,gut *,1,1,1,1,1
Kaulbachstraße,StZe,mittel,16,16,16,16,16
Kaulbachstraße,StZe,mittel *,3,3,3,3,3
Kaulsdorfer Gärten,MaHe,einfach,26,26,26,26,26
Kaulsdorfer Gärten,MaHe,einfach *,6,6,6,6,6
Kaulsdorfer Straße,MaHe,einfach,17,17,17,17,17
Kaulsdorfer Straße,MaHe,einfach *,105,105,105,105,105
Kaulsdorfer Straße,MaHe,mittel *,6,6,6,6,6
Kaulsdorfer Straße,TrKö,mittel,94,94,94,94,94
Kaulsdorfer Straße,TrKö,mittel *,264,264,264,264,264
