,Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Etage,Wohnfläche ca.,Zimmer,Schlafzimmer,Badezimmer,Personenaufzug,Einbauküche,Baujahr,Modernisierung/ Sanierung,Objektzustand,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Energieverbrauchskennwert,Anbieter,Adresse,Straße,PLZ,Kiez,Hausnummer,Ortsteil,Kaltmiete pro m²
1563,Gemütliche Zweizimmerwohnung mit großem Balkon unweit des Spreeufers!,https://www.immobilienscout24.de/expose/115581315,625.67,169.92,0.0,795.59,drei Nettokaltmieten,5 von 5,65.86,2,1.0,1.0,True,,1995.0,,Gepflegt,Zentralheizung,Erdgas schwer,liegt vor,Verbrauchsausweis,,Mittelpunkt Immobilien Consult GmbH Scharnweberstr. 2 13405 Berlin,"Lindenstraße 29A, 12555 Berlin, Köpenick (Köpenick)",Lindenstraße,12555 Berlin,Köpenick (Köpenick),29,Köpenick,9.5
1564,"Ruhige 4 Zimmerwohnung, Nähe Landsberger Allee, Fenster zum grünen Innenhof",https://www.immobilienscout24.de/expose/115580698,1382.5,100.0,116.0,1598.5,3 Nettokaltmieten (4147.50),3 von 5,110.6,4,3.0,1.0,,,1908.0,2019.0,Saniert,Zentralheizung,Erdgas leicht,liegt vor,Verbrauchsausweis,136.0,Zähringerstr. 33a 10707 Berlin,"Straßmannstr. 38, 10249 Berlin, Friedrichshain (Friedrichshain)",Straßmannstr.,10249 Berlin,Friedrichshain (Friedrichshain),38,Friedrichshain,12.5
1565,NUR MIT WBS-WOHNBERECHTIGUNGSSCHEIN !!! ANGENEHME WOHNANLAGE IN PANKOW -,https://www.immobilienscout24.de/expose/115581036,557.09,151.31,0.0,708.4,drei Kaltmieten,5 von 5,59.71,2,1.0,1.0,,True,1997.0,,Gepflegt,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"13189 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13189 Berlin,Pankow (Pankow),,Pankow,9.3299279852621
1566,NUR MIT WBS-WOHNBERECHTIGUNGSSCHEIN !!! ANGENEHME WOHNANLAGE IN PANKOW -,https://www.immobilienscout24.de/expose/115581404,827.94,303.0,0.0,1130.94,drei Kaltmieten,2,88.74,3,2.0,1.0,True,,1997.0,,Gepflegt,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,,ZANDER Immobilien e.K. Bornstedter Strasse 8 10711 Berlin,"13189 Berlin, Pankow (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13189 Berlin,Pankow (Pankow),,Pankow,9.329952670723463
1567,Pärchen aufgepasst!,https://www.immobilienscout24.de/expose/115581763,462.17,187.65,0.0,649.82,Kaution: 1386.00,2,55.75,"1,5",,,,,1930.0,,,Fernwärme,Fernwärme,,,,Deutsche Wohnen Gruppe,"Weverstr. 8E, 13595 Berlin, Spandau (Spandau)",Weverstr.,13595 Berlin,Spandau (Spandau),8,Spandau,8.290044843049328
1568,Stadtvilla im Wohnpark Grünau: top 3-Zimmer-Wohnung ab 01. März 2020,https://www.immobilienscout24.de/expose/115578134,1039.0,252.0,0.0,1291.0,3117,1 von 2,83.14,3,2.0,1.0,,True,2014.0,,Gepflegt,Blockheizkraftwerke,Gas,liegt vor,Bedarfsausweis,,Barbara Madel Immobilien Ebertystraße 30 10249 Berlin,"Waldkiefernring 24, 12527 Berlin, Grünau (Köpenick)",Waldkiefernring,12527 Berlin,Grünau (Köpenick),24,Grünau,12.496993023815252
1569,"Alles neu, alles schick - Parkett, geflieste Küche, EBK.",https://www.immobilienscout24.de/expose/115581765,528.88,161.88,0.0,690.76,Kaution: 1406.00,2,45.42,2,,,,True,1938.0,,Saniert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Deutsche Wohnen Gruppe,"Parkaue 18, 10367 Berlin, Lichtenberg (Lichtenberg)",Parkaue,10367 Berlin,Lichtenberg (Lichtenberg),18,Lichtenberg,11.644209599295465
1570,Ruhige 3-Zimmer-Maisonette-Wohnung in Berlin´s Scheunenviertel (Erstbezug),https://www.immobilienscout24.de/expose/115576006,2675.33,435.0,0.0,3110.33,3 x Kaltmiete,5 von 5,144.61,3,1.0,2.0,True,,1892.0,2019.0,Saniert,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,GSW Gesellschaft für Siedlungs- und Wohnungsbau Baden-Württemberg mbH - Bauträgerunternehmen des VdK Lindenring 15 06618 Naumburg,"Linienstraße 131, 10115 Berlin, Mitte (Mitte)",Linienstraße,10115 Berlin,Mitte (Mitte),131,Mitte,18.50031118179932
1571,Ruhige 3-Zimmer-Maisonette-Wohnung in Berlin´s Scheunenviertel (Erstbezug),https://www.immobilienscout24.de/expose/115576015,2858.62,465.0,0.0,3323.62,3 x Kaltmiete,5 von 5,154.52,3,1.0,2.0,True,,1892.0,2019.0,Saniert,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,GSW Gesellschaft für Siedlungs- und Wohnungsbau Baden-Württemberg mbH - Bauträgerunternehmen des VdK Lindenring 15 06618 Naumburg,"Linienstraße 131, 10115 Berlin, Mitte (Mitte)",Linienstraße,10115 Berlin,Mitte (Mitte),131,Mitte,18.499999999999996
1572,Ruhige 2-Zimmer-Wohnung in Berlin´s Scheunenviertel (Erstbezug),https://www.immobilienscout24.de/expose/115575994,1358.3,175.0,0.0,1533.3,3x Kaltmiete,5 von 5,57.8,2,1.0,1.0,True,,1892.0,2019.0,Saniert,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,GSW Gesellschaft für Siedlungs- und Wohnungsbau Baden-Württemberg mbH - Bauträgerunternehmen des VdK Lindenring 15 06618 Naumburg,"Linienstraße 131, 10115 Berlin, Mitte (Mitte)",Linienstraße,10115 Berlin,Mitte (Mitte),131,Mitte,23.5
1573,Wir modernisieren für Sie!,https://www.immobilienscout24.de/expose/115576009,520.68,151.65,0.0,672.33,Kaution: 1562.00,0,46.42,2,,,,True,1930.0,,Saniert,Fernwärme,Fernwärme,,Verbrauchsausweis,122.6,Deutsche Wohnen Gruppe,"Schottstraße 30, 10365 Berlin, Lichtenberg (Lichtenberg)",Schottstraße,10365 Berlin,Lichtenberg (Lichtenberg),30,Lichtenberg,11.216716932356741
1574,Ruhige 2-Zimmer-Wohnung in Berlin´s Scheunenviertel (Erstbezug),https://www.immobilienscout24.de/expose/115576025,988.43,135.0,0.0,1123.43,3 x Kaltmiete,4 von 5,43.93,2,1.0,1.0,,,1892.0,2019.0,Saniert,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,GSW Gesellschaft für Siedlungs- und Wohnungsbau Baden-Württemberg mbH - Bauträgerunternehmen des VdK Lindenring 15 06618 Naumburg,"Linienstraße 131, 10115 Berlin, Mitte (Mitte)",Linienstraße,10115 Berlin,Mitte (Mitte),131,Mitte,22.50011381743683
1575,Ruhige 2-Zimmer-Wohnung in Berlin´s Scheunenviertel (Erstbezug),https://www.immobilienscout24.de/expose/115576030,1323.42,175.0,0.0,1498.42,3 x Kaltmiete,4 von 5,57.54,2,1.0,1.0,True,,1892.0,2019.0,Saniert,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,GSW Gesellschaft für Siedlungs- und Wohnungsbau Baden-Württemberg mbH - Bauträgerunternehmen des VdK Lindenring 15 06618 Naumburg,"Linienstraße 131, 10115 Berlin, Mitte (Mitte)",Linienstraße,10115 Berlin,Mitte (Mitte),131,Mitte,23.0
1576,HOMESK - Erstbezug! 2-Zimmer Neubauwohnung in bester Wohnlage - 360° Rundgang,https://www.immobilienscout24.de/expose/115577233,978.0,150.0,104.0,1232.0,3 Nettokaltmieten,1 von 5,65.0,2,1.0,1.0,True,True,2018.0,,Erstbezug,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,,Homesk GmbH Mittenwalder Straße 29 10961 Berlin,"Delbrückstraße 43, 12051 Berlin, Neukölln (Neukölln)",Delbrückstraße,12051 Berlin,Neukölln (Neukölln),43,Neukölln,15.046153846153846
1577,4-Zimmerwohnung in Zehlendorf Mitte,https://www.immobilienscout24.de/expose/115577105,1225.0,260.0,100.0,1585.0,3675,1 von 4,122.31,4,4.0,2.0,True,True,,,Renovierungsbedürftig,Zentralheizung,Gas,liegt zur Besichtigung vor,,,Hausverwaltung Nadja Casadio Zehlendorfer Damm 61 14532 Kleinmachnow,"Clayallee xx, 14169 Berlin, Dahlem (Zehlendorf)",,14169 Berlin,Dahlem (Zehlendorf),,Dahlem,10.015534298095004
1578,"Hochwertige Neubauwohnung in Berlin-Prenzlauer Berg! Balkon, EBK, Fußbodenheizung, Aufzug!",https://www.immobilienscout24.de/expose/115576363,1060.0,176.0,0.0,1236.0,3180,5 von 6,53.0,2,,,True,True,2020.0,,Erstbezug,Zentralheizung,,,,,L & Partner Immobilien Zinzendorfstrasse 6 10555 Berlin,"Finnländische Straße 4, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Finnländische Straße,10439 Berlin,Prenzlauer Berg (Prenzlauer Berg),4,Prenzlauer Berg,20.0
1579,Ruhige 2-Zimmer-Wohnung in Berlin´s Scheunenviertel (Erstbezug),https://www.immobilienscout24.de/expose/115576038,1069.27,140.0,0.0,1209.27,3 x Kaltmiete,4 von 5,46.49,2,1.0,1.0,True,,1892.0,2019.0,Saniert,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,GSW Gesellschaft für Siedlungs- und Wohnungsbau Baden-Württemberg mbH - Bauträgerunternehmen des VdK Lindenring 15 06618 Naumburg,"Linienstraße 131, 10115 Berlin, Mitte (Mitte)",Linienstraße,10115 Berlin,Mitte (Mitte),131,Mitte,23.0
1580,"ERSTBEZUG! Kompakte Neubauwohnung in Prenzlauer Berg! Balkon, EBK, Fußbodenheizung!",https://www.immobilienscout24.de/expose/115576758,970.0,172.0,0.0,1142.0,2910,3 von 6,51.0,2,,,True,True,2020.0,,Erstbezug,Zentralheizung,,,,,L & Partner Immobilien Zinzendorfstrasse 6 10555 Berlin,"Bornholmer Straße 68, 10439 Berlin, Prenzlauer Berg (Prenzlauer Berg)",Bornholmer Straße,10439 Berlin,Prenzlauer Berg (Prenzlauer Berg),68,Prenzlauer Berg,19.019607843137255
1581,Frisch saniert mit viel Platz,https://www.immobilienscout24.de/expose/115576050,554.66,222.62,0.0,777.28,Kaution: 1663.00,4,71.26,2,,,True,,1971.0,,Erstbezug nach Sanierung,Fernwärme,Fernwärme,,Verbrauchsausweis,,Deutsche Wohnen Gruppe,"Celsiusstr. 54, 12207 Berlin, Lichterfelde (Steglitz)",Celsiusstr.,12207 Berlin,Lichterfelde (Steglitz),54,Lichterfelde,7.783609317990456
1582,Wir modernisieren für Sie!,https://www.immobilienscout24.de/expose/115576051,537.55,231.17,0.0,768.72,Kaution: 1612.00,6,69.13,2,,,True,,1970.0,,Erstbezug nach Sanierung,Fernwärme,Fernwärme,,Verbrauchsausweis,124.5,Deutsche Wohnen Gruppe,"Fahrenheitstr. 3, 12207 Berlin, Lichterfelde (Steglitz)",Fahrenheitstr.,12207 Berlin,Lichterfelde (Steglitz),3,Lichterfelde,7.775929408361058
1583,HOMESK - Erstbezug! 2-Zimmer Terrassenwohnung in Südausrichtung im Neubau-Quartier,https://www.immobilienscout24.de/expose/115577451,1091.25,167.0,116.0,1374.25,3 Nettokaltmieten,0 von 5,72.0,2,1.0,1.0,True,True,2018.0,,Erstbezug,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,,Homesk GmbH Mittenwalder Straße 29 10961 Berlin,"Delbrückstraße 43, 12051 Berlin, Neukölln (Neukölln)",Delbrückstraße,12051 Berlin,Neukölln (Neukölln),43,Neukölln,15.15625
1584,"2 Zimmer Whg., saniert mit Balkon",https://www.immobilienscout24.de/expose/115575367,493.92,120.0,50.0,663.92,3 Nettokaltmieten,3 von 3,55.0,2,1.0,1.0,,True,1958.0,,,Öl-Heizung,Gas,liegt vor,Verbrauchsausweis,,BIMA Geschäftsführungs- und Verwaltungs GmbH Sybelstraße 32 10629 Berlin,"Reginhardstr. 120, 13409 Berlin, Reinickendorf (Reinickendorf)",Reginhardstr.,13409 Berlin,Reinickendorf (Reinickendorf),120,Reinickendorf,8.980363636363636
1585,Altbau - Besichtigung Dienstag 04.02.2020 - 18.00 Uhr,https://www.immobilienscout24.de/expose/115578073,855.0,195.0,0.0,1050.0,2565.00,2 von 4,83.44,3,2.0,1.0,,,1904.0,2020.0,Erstbezug nach Sanierung,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,,Hausverwaltung Deike Heß Potsdamer Str. 4 14163 Berlin,"Halskestr. 8, 12167 Berlin, Steglitz (Steglitz)",Halskestr.,12167 Berlin,Steglitz (Steglitz),8,Steglitz,10.246883988494726
1586,Frühling 2020: Frei ab 1. März 2020: schick Wohnen im Wohnpark Grünau: 2-Zimmer & große Terrasse,https://www.immobilienscout24.de/expose/115578114,789.0,101.0,80.0,970.0,2367,0 von 2,61.89,2,1.0,1.0,,True,2014.0,,Neuwertig,Blockheizkraftwerke,Fernwärme,liegt vor,Bedarfsausweis,,Barbara Madel Immobilien Ebertystraße 30 10249 Berlin,"Fähenweg 1, 12527 Berlin, Grünau (Köpenick)",Fähenweg,12527 Berlin,Grünau (Köpenick),1,Grünau,12.748424624333495
1587,Wunderschöne Dachgeschosswohnung in Heiligensee,https://www.immobilienscout24.de/expose/115582208,750.0,150.0,90.0,990.0,2250.00,3 von 3,75.0,2,1.0,1.0,,,1996.0,,Gepflegt,Zentralheizung,Erdgas leicht,liegt vor,Bedarfsausweis,,HDS Hausdienst GmbH Schönhauser Allee 118 10437 Berlin,"Wildganssteig 59, 13503 Berlin, Heiligensee (Reinickendorf)",Wildganssteig,13503 Berlin,Heiligensee (Reinickendorf),59,Heiligensee,10.0
1588,E0328-ME-Del-42-12051-ETW-65.05-14.09.2018,https://www.immobilienscout24.de/expose/115577918,998.25,153.0,106.0,1257.25,3 Nettokaltmieten,0 von 6,66.0,2,1.0,1.0,True,True,2018.0,,Erstbezug,Fußbodenheizung,Fernwärme,,,,Homesk GmbH Mittenwalder Straße 29 10961 Berlin,"Delbrückstraße 41, 12051 Berlin, Neukölln (Neukölln)",Delbrückstraße,12051 Berlin,Neukölln (Neukölln),41,Neukölln,15.125
1589,HOMESK - Erstbezug! 2-Zimmer Wohnung in Südausrichtung im Neubau-Quartier,https://www.immobilienscout24.de/expose/115577561,975.75,150.0,105.0,1230.75,3 Nettokaltmieten,1 von 5,65.0,2,1.0,1.0,True,True,2018.0,,Erstbezug,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,,Homesk GmbH Mittenwalder Straße 29 10961 Berlin,"Delbrückstraße 43, 12051 Berlin, Neukölln (Neukölln)",Delbrückstraße,12051 Berlin,Neukölln (Neukölln),43,Neukölln,15.011538461538462
1590,HOMESK - Erstbezug! 2-Zimmer Wohnung in Südausrichtung in Neukölln,https://www.immobilienscout24.de/expose/115577802,975.75,149.0,104.0,1228.75,3 Nettokaltmieten,1 von 5,65.0,2,1.0,1.0,True,True,,,Erstbezug,Fußbodenheizung,Fernwärme,liegt zur Besichtigung vor,,,Homesk GmbH Mittenwalder Straße 29 10961 Berlin,"Delbrückstraße 42, 12051 Berlin, Neukölln (Neukölln)",Delbrückstraße,12051 Berlin,Neukölln (Neukölln),42,Neukölln,15.011538461538462
1591,"geräumige 2-Zimmer-Dachgeschosswohnung mit 2 Balkonen, 2 Bäder und Einbauküche",https://www.immobilienscout24.de/expose/115567751,1079.24,265.39,0.0,1344.63,Deutschland,3 von 3,80.42,2,,2.0,,True,,,,Fußbodenheizung,,,,,,"Südostallee 140, 12487 Berlin, Johannisthal (Treptow)",Südostallee,12487 Berlin,Johannisthal (Treptow),140,Johannisthal,13.420044764983835
1592,Atelier im Dachgeschoß mit Kamin in Hermsdorfer Villa,https://www.immobilienscout24.de/expose/115570449,1150.0,195.0,0.0,1550.0,3 Kaltmieten,2 von 2,125.0,4,3.0,1.0,,True,2014.0,2013.0,Vollständig renoviert,Zentralheizung,Gas,liegt vor,Bedarfsausweis,,Fa. Thomas C. Wöllmer - Liegenschaften - Berliner Straße 123 13467 Berlin-Hermsdorf,"13467 Berlin, Hermsdorf (Reinickendorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,13467 Berlin,Hermsdorf (Reinickendorf),,Hermsdorf,9.2
1593,Große Familienwohnung im Dachgeschoss! Mit Terrasse!,https://www.immobilienscout24.de/expose/115570210,999.0,254.0,0.0,1253.0,Kaution: 2997.00,,91.33,4,,,,,1996.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Arnouxstraße 41, 13127 Berlin, Französisch Buchholz (Pankow)",Arnouxstraße,13127 Berlin,Französisch Buchholz (Pankow),41,Französisch Buchholz,10.938355414431184
1594,"Geräumige, helle Pärchenwohnung mit Balkon und Aufzug!",https://www.immobilienscout24.de/expose/115570216,669.0,230.5,0.0,899.5,Kaution: 2007.00,5,66.68,2,,,True,True,1992.0,,Modernisiert,Zentralheizung,Gas,,Verbrauchsausweis,113.0,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Antonienstraße 48, 13403 Berlin, Reinickendorf (Reinickendorf)",Antonienstraße,13403 Berlin,Reinickendorf (Reinickendorf),48,Reinickendorf,10.032993401319734
1595,"Wunderschöne , moderne Terassenwohnung in Köpenick mit Küche",https://www.immobilienscout24.de/expose/115571934,720.0,120.0,,840.0,2160,,55.0,2,1.0,1.0,True,True,2015.0,,Neuwertig,Fußbodenheizung,,,,,Glienicker Str 12 12557 Berlin,"Glienicker Straße 12, 12557 Berlin, Köpenick (Köpenick)",Glienicker Straße,12557 Berlin,Köpenick (Köpenick),12,Köpenick,13.090909090909092
1596,"!++Wohnberechtigungsschein für ""ältere Menschen"" erforderlich++",https://www.immobilienscout24.de/expose/115572148,376.13,205.0,0.0,581.13,1128.39,0 von 3,52.48,2,,,,True,1985.0,,Gepflegt,Zentralheizung,Öl,,Verbrauchsausweis,,domega immobilien & marketing gmbh Bundesallee 66 12161 Berlin,"Alt Rudow 27, 12357 Berlin, Rudow (Neukölln)",Alt Rudow,12357 Berlin,Rudow (Neukölln),27,Rudow,7.167111280487806
1597,Sanierte Altbauwohnung mit Charme,https://www.immobilienscout24.de/expose/115572310,573.63,248.11,0.0,821.74,Kaution: 1720.00,2,66.34,"2,5",,,,,1927.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,,Deutsche Wohnen Gruppe,"Zweibrücker Str. 63, 13583 Berlin, Spandau (Spandau)",Zweibrücker Str.,13583 Berlin,Spandau (Spandau),63,Spandau,8.646819415134157
1598,Großes Familiennest mit großem Balkon! Die Wohnung wird noch schick!,https://www.immobilienscout24.de/expose/115570215,949.0,191.0,0.0,1140.0,Kaution: 2847.00,1,75.09,3,,,,,1995.0,,Gepflegt,Zentralheizung,Gas,,Verbrauchsausweis,,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Bernauer Straße 104, 13507 Berlin, Tegel (Reinickendorf)",Bernauer Straße,13507 Berlin,Tegel (Reinickendorf),104,Tegel,12.63816753229458
1599,Schöne 2-Zimmer-Wohnung mit Balkon in Berlin-Wilmersdorf,https://www.immobilienscout24.de/expose/115572856,550.0,140.0,0.0,690.0,2200.00,3 von 4,58.0,2,1.0,1.0,,True,1930.0,,Gepflegt,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,159.2,Schnabel Management GmbH Kaiserstraße 56 60329 Frankfurt,"Mecklenburgische Straße 26, 14197 Berlin, Wilmersdorf (Wilmersdorf)",Mecklenburgische Straße,14197 Berlin,Wilmersdorf (Wilmersdorf),26,Wilmersdorf,9.482758620689655
1600,**Ihr möbliertes Wohlfühl Zuhause mit Stellplatz - Erstbezug nach Sanierung!**,https://www.immobilienscout24.de/expose/115573427,1160.0,0.0,,1160.0,Eine Monatsmiete,2 von 2,58.0,2,,,,,1960.0,,Erstbezug nach Sanierung,Zentralheizung,Fernwärme,liegt zur Besichtigung vor,,,CHECK IN Immobilien Innsbrucker Str. 2 10825 Berlin,"Brucknerstraße 3, 12247 Berlin, Lankwitz (Steglitz)",Brucknerstraße,12247 Berlin,Lankwitz (Steglitz),3,Lankwitz,20.0
1601,Neu renovierte 1 Zimmer SENIORENWOHNUNG mit Balkon,https://www.immobilienscout24.de/expose/115573995,291.0,80.0,0.0,451.0,873,3 von 12,36.8,1,1.0,1.0,True,,1973.0,2018.0,Vollständig renoviert,Nachtspeicheröfen,Strom,liegt vor,Verbrauchsausweis,136.0,Ypsilon-Liegenschafts-Verwaltungs GmbH Loschwitzer Weg 13 13593 Berlin,"Pillnitzer Weg 21, 13593 Berlin, Staaken (Spandau)",Pillnitzer Weg,13593 Berlin,Staaken (Spandau),21,Staaken,7.907608695652175
1602,Wohnen am Langen See,https://www.immobilienscout24.de/expose/115574295,548.0,85.0,75.0,708.0,1416,0 von 2,54.82,2,1.0,1.0,,True,1998.0,1998.0,Gepflegt,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,123.0,Steffan-Hausverwaltung e.K. Am Seddinsee 45 12527 Berlin,"Rohrwallallee 19, 12527 Berlin, Grünau (Köpenick)",Rohrwallallee,12527 Berlin,Grünau (Köpenick),19,Grünau,9.996351696461145
1603,Schöne 2 Zimmerwohnung mit Balkon u. Einbauküche in Spandau,https://www.immobilienscout24.de/expose/115574922,535.0,92.0,,627.0,1605.00,3 von 3,61.0,2,1.0,1.0,,True,1900.0,,,Etagenheizung,Gas,liegt vor,Verbrauchsausweis,117.5,Lubitz Hausverwaltung 13585 Berlin,"Ulmenstr. 11, 13595 Berlin, Spandau (Spandau)",Ulmenstr.,13595 Berlin,Spandau (Spandau),11,Spandau,8.770491803278688
1604,Schon frei; gleich ansehen!,https://www.immobilienscout24.de/expose/115574706,458.76,138.36,0.0,597.12,Kaution: 1376.00,1,38.23,"1,5",,,,,1932.0,,Vollständig renoviert,Fernwärme,Fernwärme,,Bedarfsausweis,,Deutsche Wohnen Gruppe,"Schönstr. 30, 13086 Berlin, Weißensee (Weißensee)",Schönstr.,13086 Berlin,Weißensee (Weißensee),30,Weißensee,12.0
1605,Traumwohnung,https://www.immobilienscout24.de/expose/115574715,415.54,169.8,0.0,585.34,Kaution: 1246.00,1,55.13,2,,,True,,1983.0,,Modernisiert,Fernwärme,Fernwärme,,Verbrauchsausweis,128.0,Deutsche Wohnen Gruppe,"Buckower Ring 77, 12683 Berlin, Biesdorf (Marzahn)",Buckower Ring,12683 Berlin,Biesdorf (Marzahn),77,Biesdorf,7.537456920007256
1606,Exzellente Lage einer Maisonette-Wohnung in Berlin Mitte,https://www.immobilienscout24.de/expose/115575158,2170.0,600.0,0.0,2770.0,6510,3,130.0,2,,,True,True,,,Erstbezug nach Sanierung,Fernwärme,Fernwärme,,,,Select Investments Deutschland GmbH Kurfürstendamm 187 10707 Berlin,"Behrenstr. 0, 10117 Berlin, Mitte (Mitte)",Behrenstr.,10117 Berlin,Mitte (Mitte),0,Mitte,16.692307692307693
1607,Perfekt für Singles! Attraktive 1-Zimmer-Wohnung mit Balkon!,https://www.immobilienscout24.de/expose/115573592,371.75,87.0,55.0,513.75,111525,,41.77,"1,5",,,,,1960.0,,,Zentralheizung,Fernwärme,,Bedarfsausweis,,Vonovia SE . Postfach 44784 Bochum,"Seegefelder Straße 126, 13583 Berlin, Spandau (Spandau)",Seegefelder Straße,13583 Berlin,Spandau (Spandau),126,Spandau,8.899928178118266
1608,"Stilvolle, geräumige 1-Zimmer-Wohnung mit Einbauküche in Wilmersdorf, Berlin",https://www.immobilienscout24.de/expose/115566926,750.0,,0.0,750.0,1500,4 von 5,36.0,1,,1.0,True,True,,,,,,,,,,"Ludwigkirchstraß 7, 10719 Berlin, Wilmersdorf (Wilmersdorf)",Ludwigkirchstraß,10719 Berlin,Wilmersdorf (Wilmersdorf),7,Wilmersdorf,20.833333333333332
1609,Möblierte Luxuswohnung zwischen Brandenburger Tor und Friedrichstraße!!!,https://www.immobilienscout24.de/expose/115575175,2225.0,263.0,0.0,2488.0,6600,3 von 6,90.0,"2,5",,2.0,True,True,2014.0,,Vollständig renoviert,Zentralheizung,,,,,L & Partner Immobilien Zinzendorfstrasse 6 10555 Berlin,"Glinkastraße 42, 10117 Berlin, Mitte (Mitte)",Glinkastraße,10117 Berlin,Mitte (Mitte),42,Mitte,24.72222222222222
1610,Vollsanierte Wohnung mit Terrasse in Lichterfelde-West - Wohnen in ruhiger Stadtvilla,https://www.immobilienscout24.de/expose/115575307,730.0,200.0,0.0,930.0,2190.00,0 von 3,62.0,"2,5",1.0,1.0,,True,1920.0,2016.0,Neuwertig,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,206.0,Finanzierung-Beratung-Immobilien Grünauer Str. 6 12557 Berlin,"12205 Berlin, Lichterfelde (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter.",,12205 Berlin,Lichterfelde (Steglitz),,Lichterfelde,11.774193548387096
1611,3 Zimmer Altbauwohnung mitten im Kiez ! Befristet !,https://www.immobilienscout24.de/expose/115557246,912.12,114.02,114.02,1023.14,2736.36,1 von 5,76.01,3,3.0,1.0,,,1900.0,,Gepflegt,,,,,,BIDDEX Immobiliengesellschaft mbH Marburger Straße 17 10789 Berlin,"Dolziger Straße 43, 10247 Berlin, Friedrichshain (Friedrichshain)",Dolziger Straße,10247 Berlin,Friedrichshain (Friedrichshain),43,Friedrichshain,12.0
1612,Wunderschöne Altbauwohnung mit 2 Schlafzimmer !,https://www.immobilienscout24.de/expose/115556649,1148.96,229.8,0.0,1378.76,3446.88,2 von 5,71.81,3,2.0,1.0,,,,,Saniert,Zentralheizung,,,,,BIDDEX Immobiliengesellschaft mbH Marburger Straße 17 10789 Berlin,"Florastraße 10, 13187 Berlin, Pankow (Pankow)",Florastraße,13187 Berlin,Pankow (Pankow),10,Pankow,16.0
1613,"1.000 €, 54 m², 2 Zimmer",https://www.immobilienscout24.de/expose/115558199,1000.0,,0.0,1350.0,3446.88,1,54.0,2,1.0,1.0,,True,,2019.0,,,,,,,,"Elberfelder Straße 16, 10555 Berlin, Tiergarten (Tiergarten)",Elberfelder Straße,10555 Berlin,Tiergarten (Tiergarten),16,Tiergarten,18.51851851851852
1614,Wir modernisieren für Sie**Nahe Tegeler See**auf Wunsch mit Kleingarten,https://www.immobilienscout24.de/expose/115558360,403.21,178.19,0.0,581.4,Kaution: 1209.00,0,41.22,"1,5",,,,,1936.0,,Modernisiert,Fernwärme,,,Verbrauchsausweis,,Deutsche Wohnen Gruppe,"Kamener Weg 1, 13507 Berlin, Tegel (Reinickendorf)",Kamener Weg,13507 Berlin,Tegel (Reinickendorf),1,Tegel,9.78190198932557
