Titel,Url,Kaltmiete,Nebenkosten,Heizkosten,Gesamtmiete,Kaution o. Genossenschaftsanteile,Typ,Etage,Wohnfläche ca.,Bezugsfrei ab,Zimmer,Badezimmer,Balkon/ Terrasse,Personenaufzug,Wohnberechtigungsschein erforderlich,Baujahr,Heizungsart,Wesentliche Energieträger,Energieausweis,Energieausweistyp,Anbieter,Adreese
"Joy on 66.66sqm! with balcony, fitted kitchen and first-time occupation",https://www.immobilienscout24.de/expose/115136879,"1.159,88 €","133,32 €","66,66 €","1.359,86 €",2320,Etagenwohnung,2 von 5,"66,66 m²",01.03.2020,2,1,True,True,,2019,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
"Freude auf 66,66qm! mit Balkon, EBK zum Erstbezug",https://www.immobilienscout24.de/expose/115136875,"1.159,88 €","133,32 €","66,66 €","1.359,86 €",2320,Etagenwohnung,2 von 5,"66,66 m²",01.03.2020,2,1,True,True,,2019,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
"WG-geeignet! Tolle Altbauwohnung mit geschliffenen Dielen, EBK und Wannenbad - Herrenhausstraße!",https://www.immobilienscout24.de/expose/115138627,"949,42 €",73 €,116 €,"1.138,42 €",3 Nettokaltmieten,,,"84,77 m²",schon kurzfristig möglich!,3,1,,,,1928,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","12487 Berlin, Johannisthal (Treptow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Erstbezug! Gemütliche 3 Zimmerwohnung mit Terrasse!,https://www.immobilienscout24.de/expose/115138642,1.480 €,250 €,in Nebenkosten enthalten,1.730 €,3 Nettokaltmieten,Terrassenwohnung,,90 m²,sofort,3,2,True,,,2019,Fußbodenheizung,Fernwärme,,,TRENDCITY GmbH Kurfürstendamm 67 10707 Berlin,"10707 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Wundervoller Dachgeschoss-Erstbezug zwischen Bergmannkiez und Tempelhofer Feld!,https://www.immobilienscout24.de/expose/115138122,"2.928,24 €","201,72 €","162,68 €","3.292,64 €","8.784,72 EUR",Dachgeschoss,5 von 5,"162,68 m²",voraussichtlich 01.02.2020,4,2,True,True,,2019,Öl-Heizung,Öl,liegt vor,Verbrauchsausweis,GEKIS Verwaltungsgesellschaft mbH Fasanenstraße 35 10719 Berlin,"Heimstraße 12, 10965 Berlin, Kreuzberg (Kreuzberg)"
"Erstbezug nach Sanierung, nur 150 Meter zum Spreeufer! Schöne Altbauwohnung mit Dielen - Bossestraße",https://www.immobilienscout24.de/expose/115138647,"1.049,88 €",97 €,97 €,"1.243,88 €",3 Monats-Nettokaltmieten,,2,"77,14 m²",schon kurzfristig möglich!,2,1,,,,1910,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","10245 Berlin, Friedrichshain (Friedrichshain) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Furnished apartment Am Lokdepot!!!,https://www.immobilienscout24.de/expose/115147800,1.799 €,450 €,in Nebenkosten enthalten,2.249 €,5397,Etagenwohnung,3 von 5,115 m²,now,3,2,True,True,,2016,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,Living in Berlin e.K. Hönower Straße 72 12623 Berlin,"Am Lokdepot 13, 10965 Berlin, Kreuzberg (Kreuzberg)"
"Erstbezug nach Sanierung: Bildschöne Altbauwohnung mit Balkon, Parkett, Dielen, Stuck + EBK",https://www.immobilienscout24.de/expose/115138699,1.799 €,182 €,169 €,2.150 €,3 Nettokaltmieten,,4,"141,32 m²",kurzfristig möglich!,4,2,True,,,1905,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,"habitare Immobilien IVD, Immobilienmanagement & Standortberatung, Inhaber: Christian Kurtz Moselstraße 1-2 12159 Berlin","10713 Berlin, Wilmersdorf (Wilmersdorf) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Erstbezug nach kompletter Innensanierung,https://www.immobilienscout24.de/expose/115148125,690 €,100 €,nicht in Nebenkosten enthalten,790 € (zzgl. Heizkosten),"2.070,00 EUR",Etagenwohnung,3 von 3,66 m²,01.02.2020,2,1,True,,,1900,Elektro-Heizung,Strom,liegt vor,Verbrauchsausweis,haufe immobilien Douglasstraße 5 14193 Berlin,"Köllnische Straße 64, 12439 Berlin, Niederschöneweide (Treptow)"
Wohnen im „Lindenhof“: Aparte 2-Zimmer-Wohnung mit Sonnen-Loggia und Freisitz,https://www.immobilienscout24.de/expose/115149547,690 €,179 €,in Nebenkosten enthalten,869 €,3 Kaltmieten,Hochparterre,0 von 4,51 m²,sofort,2,1,True,True,,1895,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,Reinsperger Immobilien GmbH An der Alten Brauerei 1 14482 Potsdam,"Im Lindenhof 1, 10365 Berlin, Lichtenberg (Lichtenberg)"
Erstbezug: Helle 4 Zimmer plus Einbauküche in 7° (oberster) Etage mit TG in Wilmersdorf,https://www.immobilienscout24.de/expose/115157502,1.795 €,290 €,in Nebenkosten enthalten,2.085 €,"5.385,00",Etagenwohnung,7 von 7,"96,83 m²",ab sofort,4,1,,True,,2019,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,,"Uhlandstraße 103a, 10715 Berlin, Wilmersdorf (Wilmersdorf)"
"1.100 €, 84 m², 3 Room(s)",https://www.immobilienscout24.de/expose/115159998,1.100 €,keine Angabe,nicht in Nebenkosten enthalten,1.340 € (zzgl. Nebenkosten & Heizkosten),,Etagenwohnung,,84 m²,,3,,True,,,,,,,,,"Fronhoferstraße 11, 12165 Berlin, Steglitz (Steglitz)"
"Neubauwohnung mit Garten und Stellplatz, behindertengerecht, in ruhiger Seitenstraße,",https://www.immobilienscout24.de/expose/115159146,1.450 €,200 €,in Nebenkosten enthalten,1.650 €,"4000,00",Erdgeschosswohnung,1 von 4,103 m²,01.05.2020,3,2,True,,,2018,Wärmepumpe,Umweltwärme,liegt zur Besichtigung vor,,Fa. Thomas C. Wöllmer - Liegenschaften - Berliner Straße 123 13467 Berlin-Hermsdorf,"13156 Berlin, Niederschönhausen (Pankow) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
3-Zimmer Dachgeschosswohnung mit Terrasse,https://www.immobilienscout24.de/expose/115163065,1.050 €,289 €,inkl. 103 €,1.339 €,"Kaution: 3.150,00 EUR",Dachgeschoss,4,100 m²,nach Vereinbarung,3,,,,,1918,,Gas,,Bedarfsausweis,Helvetica Services GmbH Kantstr. 115 10627 Berlin,"Halskesteig 7, 13629 Berlin, Siemensstadt (Spandau)"
"Nachmieter für eine Top modernisierte, sonnige Wohnung mit 9 qm Südbalkon und W-Bad in Mariendorf",https://www.immobilienscout24.de/expose/115170923,680 €,180 €,in Nebenkosten enthalten,860 €,"1890,00",Hochparterre,0 von 3,"64,5 m²",,2,1,True,,,,Zentralheizung,,,,,"Schützenstr. 18, 12105 Berlin, Mariendorf (Tempelhof)"
+YOU ARE READY TO BERLIN-NEW LIFESTYLE IN KREUZBERG+,https://www.immobilienscout24.de/expose/115165819,"1.156,44 €","217,49 €","160,69 €","1.534,62 €","3469,32",Etagenwohnung,8 von 11,"93,01 m²",sofort,3,1,True,True,,1964,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,Bärlin Housing GmbH 10711 Berlin,"Mehringdamm 128, 10965 Berlin, Kreuzberg (Kreuzberg)"
+LIVE&LIVESTYLE in BERLINs-EUROPE-CITY-SINGLE LIVING+,https://www.immobilienscout24.de/expose/115166746,675 €,"48,60 €",50 €,"773,60 €",2025,Etagenwohnung,4 von 6,27 m²,sofort,1,1,True,True,,2019,Fußbodenheizung,Fernwärme,liegt vor,Verbrauchsausweis,Bärlin Housing GmbH 10711 Berlin,"Otto-Weidt-Platz 12, 10557 Berlin, Britz (Neukölln)"
"Dreamlike living for first-time occupation, with balcony and fitted kitchen",https://www.immobilienscout24.de/expose/115136738,"1.133,65 €","129,56 €","64,78 €","1.327,99 €",2268,Etagenwohnung,2 von 5,"64,78 m²",01.03.2020,2,1,True,True,,2019,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
WG-Taugliche 4 Raumwohnung mit Balkon! Befristet !,https://www.immobilienscout24.de/expose/115173809,"1.336,06 €","364,38 €","inkl. 182,19 €","1.700,44 €","4.008,18",Etagenwohnung,3 von 5,"121,46 m²",15.01.2020,4,1,,,,1900,,,,,BIDDEX Immobiliengesellschaft mbH Marburger Straße 17 10789 Berlin,"Friedenstraße 60, 10249 Berlin, Friedrichshain (Friedrichshain)"
"Wohnung, 2 Zimmer am S-Bahnhof Grünau",https://www.immobilienscout24.de/expose/115097791,612 €,122 €,66 €,800 €,1836 EUR,Etagenwohnung,1 von 1,51 m²,nach Absprache,2,1,,,,unbekannt,Zentralheizung,Gas,liegt zur Besichtigung vor,,Inseriert auf ohne-makler.net,"Richterstr. 9, 12526 Berlin, Bohnsdorf (Treptow)"
Wohnen auf höchstem Niveau - Erstbezug in eine hochwertig sanierte 3-Zi Stuck-Altbau-Whg mit Balkon,https://www.immobilienscout24.de/expose/115098525,1.500 €,400 €,in Nebenkosten enthalten,1.900 €,"4.500,- €",Etagenwohnung,4 von 5,105 m²,01.04,3,2,True,True,,1908,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,IMMODO GmbH Ballenstetder Straße 16a 10709 Berlin,"12167 berlin, Steglitz (Steglitz) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Schöne 2-Zimmer-Einliegerwohnung in Friedrichshagen,https://www.immobilienscout24.de/expose/115101631,600 €,150 €,in Nebenkosten enthalten,750 €,1800,Dachgeschoss,2 von 2,60 m²,01.03.2020,2,1,True,,,1993,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,,"12587 Berlin, Friedrichshagen (Köpenick) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Mittendrin - Schöneberg Berlin,https://www.immobilienscout24.de/expose/115107325,1.700 €,350 €,in Nebenkosten enthalten,2.050 €,4000,Etagenwohnung,3 von 5,112 m²,01.03.2020,3,1,True,True,,,Gas-Heizung,,,,,"Goltzstr 13 b, 10781 Berlin, Schöneberg (Schöneberg)"
"ERSTBEZUG - THE HIGH WEST - ""Turmwohnung"" mit Blick über die Dächer der Stadt",https://www.immobilienscout24.de/expose/115098300,1.369 €,160 €,in Nebenkosten enthalten,1.529 €,3 Nettokaltmieten,Etagenwohnung,6,71 m²,sofort,"2,5",1,True,True,,2018,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,Richter Immobilien,"Karlsruher Str. 18, 10711 Berlin, Wilmersdorf (Wilmersdorf)"
charmante 2-Zimmer-Maisonette mit Balkon im Kultkiez,https://www.immobilienscout24.de/expose/115120220,"887,60 €","107,78 €","95,10 €","1.090,48 €",3 Nettokaltmieten,Maisonette,5 von 6,"63,4 m²",ab sofort/ nach Vereinbarung,2,1,True,,True,1910,Zentralheizung,Erdgas schwer,liegt vor,Verbrauchsausweis,Mittelpunkt Immobilien Consult GmbH Scharnweberstr. 2 13405 Berlin,"Müggelstraße 13, 10247 Berlin, Friedrichshain (Friedrichshain)"
Super große Familienwohnung mit Gäste-WC!,https://www.immobilienscout24.de/expose/115127206,899 €,253 €,inkl. 150 €,1.152 €,"Kaution: 2.697,00 EUR",Etagenwohnung,2,"86,09 m²",sofort,4,,,,,1996,Fernwärme,Fernwärme,,Verbrauchsausweis,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Henny-Porten-Str. 10, 12627 Berlin, Hellersdorf (Hellersdorf)"
"Ab Februar 2020! Familienwohnung mit Balkon, Aufzug und EBK!",https://www.immobilienscout24.de/expose/115127209,729 €,160 €,inkl. 90 €,889 €,"Kaution: 2.187,00 EUR",Etagenwohnung,2,"67,35 m²",sofort,3,,True,True,,1984,Fernwärme,Fernwärme,,Verbrauchsausweis,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Randowstraße 2, 13057 Berlin, Neu-Hohenschönhausen (Hohenschönhausen)"
Große Familienwohnung mit Balkon und Aufzug!,https://www.immobilienscout24.de/expose/115127216,729 €,170 €,inkl. 85 €,899 €,"Kaution: 2.187,00 EUR",Etagenwohnung,7,"71,2 m²",sofort,3,,True,True,,1984,Fernwärme,Fernwärme,,Verbrauchsausweis,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Wustrower Straße 15, 13051 Berlin, Neu-Hohenschönhausen (Hohenschönhausen)"
"Helle, große Familienwohnung in Tegel, mit großer Terrasse!",https://www.immobilienscout24.de/expose/115127236,879 €,220 €,inkl. 75 €,1.079 €,"Kaution: 2.577,00",Etagenwohnung,0,"72,22 m²",sofort,3,,,,,1995,Zentralheizung,Gas,,Verbrauchsausweis,Immonexxt GmbH Am Borsigturm 53 13507 Berlin,"Bernauer Straße 98, 13507 Berlin, Tegel (Reinickendorf)"
"Großzügige 2-Zi., 2 Dachterr.-Traumwhg.-sehr chic! Sonnig, Eichendielen, Fußbodenhzg. - fast fertig!",https://www.immobilienscout24.de/expose/115135467,1.599 €,135 €,100 €,1.834 €,3 NKM,Dachgeschoss,6 von 6,"100,93 m²",,2,1,True,True,,1900,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,REALINVEST IMMOBILIEN GMBH Kurfürstendamm 194 10707 Berlin,"Wilhelmshavener Str. 32, 10551 Berlin, Tiergarten (Tiergarten)"
"Happy live on 66.60 square meters! Daylight bathroom, balcony + fitted kitchen",https://www.immobilienscout24.de/expose/115136497,"1.158,84 €","133,20 €","66,60 €","1.358,64 €",2318,Etagenwohnung,2 von 5,"66,6 m²",01.03.2020,2,2,True,True,,2019,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
Möblierte 2 Zimmer Wohnung mit Balkon in zentraler Neuköllner Lage,https://www.immobilienscout24.de/expose/115130815,829 €,140 €,30 €,999 €,3 Nettokaltmieten,Etagenwohnung,2 von 4,"69,1 m²",01.03.2020,2,1,True,,,1904,Zentralheizung,Erdgas leicht,,,IMMOBILIEN ROLAND GmbH Spandauer Damm 113 14059 Berlin,"Schöneweider Straße 10, 12055 Berlin - Neukölln, Neukölln (Neukölln)"
2 Zimmer Altbau mit EBK und Dielen in Pankow-Rosenthal,https://www.immobilienscout24.de/expose/115134669,"813,05 €",145 €,in Nebenkosten enthalten,"958,05 €","2439,15",Hochparterre,0 von 4,69 m²,,2,1,,,,1910,Zentralheizung,Gas,liegt vor,Verbrauchsausweis,Apart Berlin GmbH Kurfürstendamm 219 10719 Berlin,"Heegermühler Weg 33, 13158 Berlin, Niederschönhausen (Pankow)"
Zum Erstbezug! 2 Zi.- Whg. mit Balkon + EBK,https://www.immobilienscout24.de/expose/115136581,"1.157,11 €","132,62 €","66,31 €","1.356,04 €",2315,Etagenwohnung,2 von 5,"66,31 m²",01.03.2020,2,2,True,True,,2019,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
"Sehr besonders und chic: 3-Zi. Dachterr.-Traumwhg.! Sonnig, Eichendielen, Fußbodenhzg.- fast fertig!",https://www.immobilienscout24.de/expose/115133044,2.199 €,200 €,150 €,2.549 €,3 NKM,Dachgeschoss,6 von 6,"143,13 m²",15.12.2019,3,1,True,True,,1900,Zentralheizung,Fernwärme,liegt vor,Verbrauchsausweis,REALINVEST IMMOBILIEN GMBH Kurfürstendamm 194 10707 Berlin,"Wilhelmshavener Str. 32, 10551 Berlin, Tiergarten (Tiergarten)"
"Glücklich wohnen auf 66,60qm! Tageslichtbad, Balkon + EBK",https://www.immobilienscout24.de/expose/115136499,"1.158,84 €","133,20 €","66,60 €","1.358,64 €",2318,Etagenwohnung,2 von 5,"66,6 m²",01.03.2020,2,2,True,True,,2019,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
For first-time occupation! 2 room apartments with balcony + Fitted kitchen,https://www.immobilienscout24.de/expose/115136583,"1.157,11 €","132,62 €","66,31 €","1.356,04 €",2315,Etagenwohnung,2 von 5,"66,31 m²",01.03.2020,2,2,True,True,,2019,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,ADLER Wohnen Service GmbH Gänsemarkt 50 20354 Hamburg,"Heidestraße 19, 10557 Berlin, Tiergarten (Tiergarten)"
Koffer packen und einziehen,https://www.immobilienscout24.de/expose/114979404,555 €,60 €,75 €,690 €,"1665,00",,1 von 4,"55,03 m²",sofort,"1,5",1,True,True,,,Fernwärme,Fernwärme,liegt vor,Verbrauchsausweis,Schela Hausverwaltung GmbH Bahnhofstraße 11 12555 Berlin,"Plauener Str. 89 c, 13055 Berlin, Alt-Hohenschönhausen (Hohenschönhausen)"
TOP Neubau Eckwohnung Erdgeschoss 2 Zimmer mit EBK und Bad,https://www.immobilienscout24.de/expose/114979504,670 €,75 €,50 €,795 €,2010,Erdgeschosswohnung,0 von 0,"55,93 m²",01.01.2020,2,1,,,,2019,Fußbodenheizung,Gas,liegt vor,Bedarfsausweis,,"Kienhorststr. 165, 13403 Berlin, Reinickendorf (Reinickendorf)"
Möblierte 3 Zimmer-Altbauwohnung mit Balkon am Wartheplatz in Neukölln,https://www.immobilienscout24.de/expose/114979966,1.040 €,120 €,20 €,1.180 €,3 Nettokaltmieten,Etagenwohnung,1 von 5,"87,05 m²",01.03.2020,3,1,True,,,1900,Zentralheizung,Öl,liegt vor,Verbrauchsausweis,IMMOBILIEN ROLAND GmbH Spandauer Damm 113 14059 Berlin,"Warthestraße 56, 12051 Berlin - Neukölln, Neukölln (Neukölln)"
"Möblierte 3-Zimmer-Maisonette-Wohnung, Dachgeschoss, im Westend",https://www.immobilienscout24.de/expose/114981352,900 €,120 €,40 €,1.060 €,3 Nettokaltmieten,Etagenwohnung,4 von 5,"74,72 m²",01.03.2020,3,1,,,,1892,Fernwärme,Fernwärme,,,IMMOBILIEN ROLAND GmbH Spandauer Damm 113 14059 Berlin,"Spandauer Damm 107, 14059 Berlin, Charlottenburg (Charlottenburg)"
Neubau Dachgeschosswohnung mit großzügiger Terrasse,https://www.immobilienscout24.de/expose/114984144,1.501 €,193 €,116 €,1.810 €,"4.503,00 EURO",Dachgeschoss,5 von 6,"76,99 m²",ab sofort,3,1,True,True,,2019,Zentralheizung,Erdgas schwer,liegt vor,Verbrauchsausweis,Zebitz & Heyden Real Estate GmbH Hubertusstraße 12-13 12163 Berlin,"Mariannenplatz 20, 10997 Berlin, Kreuzberg (Kreuzberg)"
"Beste Lage Wilhelmstadt! Erstbezug nach Mod.! Hervorragende 5 Zi. im 2. OG mit Parkett, EBK, Balkon",https://www.immobilienscout24.de/expose/114993450,1.557 €,165 €,127 €,1.849 €,4671,Etagenwohnung,2 von 4,"127,05 m²",01.02.2020,5,1,True,,,1929,Zentralheizung,Fernwärme,liegt vor,Bedarfsausweis,DOMINO ImmobilienAgentur Helge Grüß Große-Leege-Str. 97/98 13055 Berlin,"Straßburger Str. 30, 13581 Berlin, Spandau (Spandau)"
Hell und top ausgestattet - nur einen Katzensprung zum Ku'damm,https://www.immobilienscout24.de/expose/115073140,2.300 €,350 €,in Nebenkosten enthalten,2.650 €,"6900,00 EUR",Etagenwohnung,4 von 6,123 m²,sofort möglich,3,2,True,True,,2010,Fernwärme,Fernwärme,liegt vor,Bedarfsausweis,haufe immobilien Douglasstraße 5 14193 Berlin,"Dahlmannstr. 8, 10629 Berlin, Charlottenburg (Charlottenburg)"
Schönes Reihenendhaus in Rosenthal (Pankow) mit Garten und Terrasse,https://www.immobilienscout24.de/expose/115045683,1.475 €,133 €,nicht in Nebenkosten enthalten,1.608 € (zzgl. Heizkosten),3 NKM,Erdgeschosswohnung,0 von 2,113 m²,01.06.2020,"5,5",2,True,,,2020,Fußbodenheizung,Umweltwärme,liegt vor,Bedarfsausweis,,"Hauptstr. 169 K-N, 13158 Berlin, Rosenthal (Pankow)"
"4 Zimmer +Balkon +Badewanne +Wohnküche, ab 15.01.2020; Friedenau/Schöneberg",https://www.immobilienscout24.de/expose/114996742,1.600 €,200 €,130 €,1.930 €,4800,Etagenwohnung,4 von 3,128 m²,01.01.2020 / sofort,4,2,True,,,2012,Fernwärme,Fernwärme,,,Renate Nikolay Immobilien u. Finanzdienstleistungen,"Cranachstr. 50, 12157 Berlin, Schöneberg (Schöneberg)"
Wohnglück pur - ruhig gelegen & frisch saniert,https://www.immobilienscout24.de/expose/115086863,"706,19 €",100 €,38 €,"844,19 €",2118.57,Erdgeschosswohnung,,"47,51 m²",13.02.20,"1,5",,True,,,1962,Zentralheizung,"Gas, Strom",,Bedarfsausweis,Vonovia SE . Postfach 44784 Bochum,"Walter-Linse-Str. 7 B, 12203 Berlin, Lichterfelde (Steglitz)"
Barrierearme Wohnung mit Südbalkon an der Altstadt Köpenick,https://www.immobilienscout24.de/expose/115088931,900 €,"169,26 €",in Nebenkosten enthalten,"1.069,26 €","2.700,00 EUR",Etagenwohnung,4 von 5,"60,45 m²",01.02.2020,2,1,True,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,STRABAG Residential Property Services GmbH Heerstraße 24/26 14052 Berlin,"Landjägerstraße 23, 12555 Berlin, Köpenick (Köpenick)"
Bezugsfrei! 2-Zimmer-Neubau-Wohnung mit Süd-Balkon in Köpenick,https://www.immobilienscout24.de/expose/115072589,"726,63 €","121,17 €","inkl. 49,57 €","847,80 €","2.179,89",Etagenwohnung,2 von 5,"55,2 m²",sofort,2,1,True,True,,2015,Fernwärme,Nahwärme,liegt vor,Bedarfsausweis,DICK Immobilienmanagement e.K. EUREF-Campus 13 10829 Berlin,"Adlershofer Straße 1, 12557 Berlin, Köpenick (Köpenick)"
"ERSTBEZUG, NEUBAU 2019, TERRASSE, Charlottenburg!!!",https://www.immobilienscout24.de/expose/114995952,1.550 €,250 €,in Nebenkosten enthalten,1.800 €,3 Nettokaltmieten,,3,85 m²,sofort,2,1,True,True,,2019,Fußbodenheizung,,,,"Kleinecke, Erste Mitwohnzentrale e. K. Sybelstr. 52-53 10629 Berlin","14059 Berlin, Charlottenburg (Charlottenburg) Die vollständige Adresse der Immobilie erhalten Sie vom Anbieter."
Helle Neubauwohnung mit großer Dachterrasse!,https://www.immobilienscout24.de/expose/115089202,1.095 €,160 €,in Nebenkosten enthalten,1.255 €,"3285,00",Etagenwohnung,6,"57,93 m²",sofort,2,1,True,True,,2018,Fußbodenheizung,Fernwärme,liegt vor,Bedarfsausweis,Hausverwaltung Optima GmbH Straße der Pariser Kommune 38 10243 Berlin,"Siegfried-Hirschmann-Park 10, 10245 Berlin / Friedrichshain, Friedrichshain (Friedrichshain)"
Barrierefreie Wohnung mit Aufzug und bodengleicher Dusche an der Altstadt Köpenick,https://www.immobilienscout24.de/expose/115089091,670 €,"131,10 €",in Nebenkosten enthalten,"801,10 €","2.010,00 EUR",Etagenwohnung,2 von 5,"46,82 m²",01.02.2020,1,1,,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,STRABAG Residential Property Services GmbH Heerstraße 24/26 14052 Berlin,"Landjägerstraße 23, 12555 Berlin, Köpenick (Köpenick)"
Sonniges Dachstudio mit 270°-Blick bis zu den Müggelbergen,https://www.immobilienscout24.de/expose/115089246,750 €,"136,05 €",in Nebenkosten enthalten,"886,05 €","2250,00 EUR",Etagenwohnung,5 von 5,"48,59 m²",01.02.2020,1,1,,True,,2019,Fußbodenheizung,KWK fossil,liegt vor,Bedarfsausweis,STRABAG Residential Property Services GmbH Heerstraße 24/26 14052 Berlin,"Landjägerstraße 23, 12555 Berlin, Köpenick (Köpenick)"
